NB_GRAPHS                 10
UNDIRECTED GRAPH      
NB_NODES                 200
NB_EDGES                 958
LIST_OF_EDGES 	 COSTS
  137    26    81
   76   115    97
  190   157    86
   53   176    73
  172    53     2
  191   164    32
  131    17    46
   25   162    13
  138   165    33
  128    89    39
   60   172    86
   49    19    88
  167     8    57
   98    76    12
  100     5    89
   48   173    48
  155    61    60
   47   177    13
   54     4    60
  114   138    22
   34   115    50
    5   149    70
  125     0    88
   36   185    28
   83   150    61
  138   106    69
   29    75    11
   17   185     4
  123    67    92
   98   178    16
   76     6    92
   54    82    64
   54    80    35
   32    48    84
  152   136    92
  116   187    77
  183   136    26
   15   191    34
  120    46    33
  156    52    24
  153   178    85
   13   159    79
   60    81    57
   55    48    84
  163    43    19
  160   171    30
   28    76    93
   27   130     6
   63    92    11
   39    83     1
   61    40    40
  130   186    51
  172     5    80
   50    28    97
  163    92    79
  149    57    49
   32   145    35
  164   100    23
  125   111    43
   34    23    91
  166    19    36
  141    58    19
   37   117    75
  117   136    80
    9   130    73
    0   156   100
  138   172    68
   83   189     8
  123    57    26
    2   137    14
   89    97    87
  116   119     9
  187     9    75
   31    66    79
  199    88    54
  137   167    82
  154   137    61
    0    85    57
    9    31    62
   82   143    60
  178    95    39
  130    93    36
  186     5   100
   80   189    86
  190   180    58
  181   160    88
  110   149    70
  151    49    61
  159   148     7
    6    38    41
   97    12    78
  116    32    22
  191     9    44
  184    50    91
  188    47    41
   30   100    34
  132     8    20
   63   155     8
  174    62    20
   47    76    18
   81    61    90
    3     1    89
   63   140    11
  179    15    89
    2   138    61
  183    17    81
  153    45    36
   42    32    36
   86    52    20
  166    37    69
  149   146    74
  165    95    20
  198   199    84
  143   167    42
  155    75    18
   96   109     2
   40    93    96
  199    71    56
  126   114    39
   18   168    15
  110    65    33
   10    41    81
  153   125    70
  160     4    88
   81    19    88
  151    60    92
   71   131    50
  119    40    76
  168   154    10
   79   118    40
   32   189    57
  100    63    18
  118   182    29
  170    26    80
  110    85    18
  167    81    62
   55   155    26
  178    15    53
  128   120    29
  165   194     7
  186   162    67
  160   162    48
  103   153    31
  139    96    54
   74   194    76
   84   102    82
    8   140    11
   75   181    19
  173    36    52
   25    77    31
  162   161    42
    6   143    10
  194   129    72
   11     8    99
  133   100    59
  137   198    90
  106    23    46
   62    24    45
  132    94    73
   17   178    34
   46   153   100
   78     4    16
   74     7    47
  102   180    26
  197   140    34
  166    87    32
   59   142    82
   92    86    17
  142    97    72
   50    30   100
  173     1    35
   25    50    88
   67    63    96
  170   109    72
   67   144    81
  121    60    66
   63   156    12
   29    99    71
   38    72    83
   15   196    73
  180   136    76
  107    36     4
  192   194    69
   20    67    67
   60    15    55
   26    20    10
  146   140    88
   65   123    14
  195    46    50
  139   198    12
   90   189    12
   98   108    22
    4    85    81
  189    65    68
  196   167    86
   94   174    70
  105   195    81
  194   155    13
  147    52    74
  113    85    93
   21    83     7
  105   144    13
   23    22    15
  121   197    43
  196    71    89
   30   128    54
   93    11    73
   79   154    58
   18    58    69
  153    92    61
  128   174    13
   39   138    83
   31    98    56
   32     6     3
   77    90    47
  109    39    89
  193   142    75
  174     6    25
   11    25     7
   19    57     8
  143    56    91
  155   138    25
  186   144    90
  185   164    38
  190    61    96
   65   132    83
   75    57    95
  179   162    29
  112   173    99
  108     1    78
   59   165    40
   53   177     2
  137   186    62
  130   142    24
   37    20    68
  149   152    92
  108    13    41
   28    27    20
   30    58    67
  105   112    61
  161    81    52
  162   127    23
  106   145    85
  151   120    50
   34   187    86
   97   107    64
  142   194    10
  111   107    82
   40    88     5
  122    62    94
   83   156    74
  154   104    95
   90   159    15
  186     2    55
  195    63    19
  104    98    39
   38    29    97
  185    99   100
   29   148    39
   91    61    36
  107   151    38
   65   198    16
   89   159     5
  171    58    52
   56   104    74
   21   164    62
   91   130    49
  106    72    63
   94     9    50
  154    51    92
  148   128    24
  152    45    58
   32   136     1
   97   114     2
  133   165    85
   64     2    19
  132   168    77
   75   170    86
   36   144    57
  139   177    82
  117    57    36
  160   118    38
  164   191     4
  179   149    91
   43   162    79
   34    20    41
  163   192    64
   18   102    38
  111    23    14
  188    91    57
   67     1    76
  124   132    81
   23    18    41
   76    35    22
   23   183    86
   61    94    69
  159    41    13
   10    38    60
  102    55     6
  148   187    61
   39     3    86
   55    88    74
   89   103    51
   30   171    35
   86   115    72
    7   182    64
   77   154    63
   69   103    28
   65   174    58
   63   148    14
  103   119    73
  199    53    81
    3    19    49
  195   192    31
   57   108    87
  145    94    20
  132    88    98
    5    27    16
   74    32    28
   97    35    91
  145     4    92
   91   194    86
   28    78    53
   92   174    70
  139    88    67
  186    15    63
  147   157    72
   79    31   100
   50   104    53
  185    95    10
  147   185    56
  186    57    34
   57    38     4
   83   129    72
   22   115     5
   39   123    16
  181   166     8
   64     7    83
    3   116    65
  128   127     3
    9   139    91
   97    78    37
  122   174    49
   85    74    45
   45   152    64
  194    81    13
  110    26    62
  107   135    86
  198   108    69
   14   180    97
   38   117    19
  162   164    33
   45    64    53
  111    98    34
   97    31    80
  118   199    91
   55   190    51
   36   128     5
   71   159    28
  195    55    48
  135   152    97
  175   129    86
  196   146    21
   86   181    37
   99   176    88
   70   196    40
   82   126    84
    1     9    52
   40   166    80
   80    54    22
  136    28     6
   10    93    94
   85   117    82
  125    60    70
   34   198    53
  194    92    76
  167   182    25
  189   142    33
   84    91    53
    8   135    29
   81   113    23
   98    12    56
   85   199    55
   46   134     2
   17   147    83
  126    57    98
   48   198    80
    0   111     1
   43   150    32
  170   135    12
  138    59     6
   59   185    99
  192    99    69
  106    92     7
   10    39    87
   77   135    21
   80    53    33
  198    10    97
  197   139    41
   67   127    55
   84    77    50
  124   199    67
   17    54    61
   92   155    24
   45   184    31
  197   116    33
  146     2    19
   98    72    92
  156    41    26
   11   125    28
    5   180    82
   90   176    53
   34    21    30
   13    79    62
   37   150    94
  180    54    79
   66   100    16
  186    13    95
   44   166    53
  130   175    99
  136     0     2
  171   127     5
  106   139    63
   64    59     5
   20   170     9
  189    80     2
   19    97    17
  177    52    17
  142   180    38
  153    60     9
  114    90    92
    2   196    96
  106    23     2
  137   130     4
    3   163    91
   50    38    52
  141    58    29
   74    59    58
  133    82    26
  126   173    93
   49   161    32
  153   188     9
   38   162    19
   32   157    86
  147   184    26
    0    73    95
  152    14    96
  128   112    92
  188    39    68
  135   116     8
   86   145    34
UNDIRECTED GRAPH      
NB_NODES                 200
NB_EDGES                1636
LIST_OF_EDGES 	 COSTS
    0     1    44
    1     2    65
    2     3    27
    3     4    44
    4     5    87
    5     6    36
    6     7    52
    7     8    92
    8     9    11
    9    10    46
   10    11    44
   11    12    62
   12    13    39
   13    14    50
   14    15    76
   15    16    80
   16    17    31
   17    18    83
   18    19    36
   19    20   100
   20    21    87
   21    22    59
   22    23    70
   23    24    74
   24    25    28
   25    26    91
   26    27    71
   27    28    87
   28    29    97
   29    30    78
   30    31     1
   31    32    83
   32    33    67
   33    34    74
   34    35    45
   35    36    98
   36    37    60
   37    38    15
   38    39    19
   39    40    98
   40    41    77
   41    42    24
   42    43    23
   43    44    56
   44    45    43
   45    46    61
   46    47    90
   47    48    62
   48    49    53
   49    50    71
   50    51    92
   51    52    30
   52    53     8
   53    54    74
   54    55    59
   55    56    57
   56    57    69
   57    58     1
   58    59    63
   59    60    13
   60    61    43
   61    62    15
   62    63    16
   63    64    32
   64    65    15
   65    66    67
   66    67    45
   67    68    20
   68    69    51
   69    70    50
   70    71     8
   71    72    33
   72    73    39
   73    74    29
   74    75    39
   75    76    65
   76    77    13
   77    78    28
   78    79    32
   79    80    74
   80    81    43
   81    82    60
   82    83    71
   83    84    62
   84    85    93
   85    86    24
   86    87    85
   87    88     3
   88    89    41
   89    90     8
   90    91    46
   91    92    60
   92    93    49
   93    94    53
   94    95    17
   95    96    10
   96    97    31
   97    98    57
   98    99    28
   99   100    33
  100   101    21
  101   102    79
  102   103    49
  103   104    39
  104   105    97
  105   106    41
  106   107    74
  107   108    93
  108   109    57
  109   110    11
  110   111    53
  111   112    67
  112   113    16
  113   114    26
  114   115    46
  115   116    59
  116   117    59
  117   118     2
  118   119    14
  119   120    18
  120   121    85
  121   122    98
  122   123    66
  123   124    31
  124   125    77
  125   126     4
  126   127    85
  127   128    64
  128   129    53
  129   130    99
  130   131    16
  131   132    30
  132   133    45
  133   134     8
  134   135    54
  135   136    84
  136   137    12
  137   138    42
  138   139    51
  139   140    55
  140   141    70
  141   142    60
  142   143    12
  143   144    94
  144   145    61
  145   146    30
  146   147    11
  147   148    82
  148   149    75
  149   150    86
  150   151    53
  151   152    65
  152   153    21
  153   154     9
  154   155    25
  155   156    61
  156   157    54
  157   158    24
  158   159    45
  159   160    77
  160   161    57
  161   162    50
  162   163    12
  163   164    46
  164   165    15
  165   166    41
  166   167    17
  167   168    56
  168   169    27
  169   170    60
  170   171    32
  171   172    45
  172   173    64
  173   174    89
  174   175    17
  175   176    47
  176   177    41
  177   178    82
  178   179    71
  179   180    87
  180   181    64
  181   182    31
  182   183    42
  183   184    49
  184   185    24
  185   186    16
  186   187     7
  187   188    97
  188   189    96
  189   190    32
  190   191    73
  191   192    23
  192   193    99
  193   194    73
  194   195    69
  195   196    32
  196   197    20
  197   198    31
  198   199    50
   26    49    97
    9   159    60
   85   120    50
   65     5    88
  164    90    87
   10   132    49
   32   181     1
  158   155    77
   58   145    77
  157   162    38
  158    39    67
   11    22    47
  121   103    68
  108     8    64
   18   106    86
   58     7    91
  196   124    97
  123   157    12
  113    87    41
   22    60    54
   32   189    32
  170   139    96
  144   155    17
  105   173    44
   93    46    62
   74   151    90
  126   198   100
  112    35    38
   91    80    43
  163   117    76
  181    33    51
   70    45    88
  166     3    67
  113   157    17
  140   170    20
  110   160    46
    9    89     6
  138    12    27
    5   117    89
  186   188    72
  161    45    90
  141    72    49
  176   133    94
   13    52     5
  131    72    17
  157    95    56
  183    53    52
  184   105    40
   71   142    68
  194   124    18
   32   131    91
  163    19    46
  128   179    23
  149     6    23
  104   136    41
  146   144    57
  157    90    39
  173   156    97
   87   166    93
   72     0     8
   24    89    50
  154   122    61
  158   181    49
   50   197    95
   74   105    30
  152    62    86
   83    88    73
  110     9   100
  183   180    57
  136    97    13
   14   197    42
  151   101    65
  109    12    17
  179   130    68
  162   112   100
  182    49    15
  192   172    20
  187   188    45
  143    86    84
  143   105    22
  125   149    18
  111    13    14
  199   167    74
   61   112    94
   28    24    34
   95    38    67
   18   141    10
   64    69    96
   39    71    52
   45    21     5
  124   194     2
  117    70    13
  149   179    66
  191   142    48
  135   175    76
  197   152    78
   59   196    86
   57    76    72
  137    39    98
  117    30    69
    7   128    23
  128   194    95
  121    65    30
   10   124     4
  159    80    18
  131    83    74
  100   162     5
   38   119    35
  141   199    56
   11   112    52
   54   135    98
   43    59     2
  198   113    10
   15   100    58
   15   143    94
  127    40    83
   69   190    36
  129    44    72
  139    87    77
  175   138    73
   26    99     7
  150   188    87
    2   141    24
  197   188    31
  117    26    72
  111   166    22
  173   194    61
   62    25    24
   60    68    96
   32    79    92
   25   137    74
  183   178    74
  126    16     5
   69    76    78
  103   164     3
   82    49     6
   31    25    83
   19   192    85
   40    17    30
   43    55    73
   99    53    74
  150    19    31
  137    66    37
   78    48    76
  173   175    53
  192    95    43
   89    47    83
   74   196    97
   75   194    71
  156   170    49
  154    16    96
   22   198    20
  182    84    75
  165    77    62
   27   155    31
  148   152    18
  105    71    62
   17    76    18
   16    15    24
  104    37    83
   32    79    39
   32    90    33
  116    18    86
   12   138    46
   63   179    45
  198   111    92
   21    26    33
    8    44    14
  182   178    92
  176    82    88
  141    18    29
  160    32    48
   15   138    86
  165   198    68
  187    41    17
  188    38    30
  113     5    67
  187   132    81
  143   182    62
  181    72    90
   78    56    83
  101    62    72
  128   185    35
   75    10    40
   67    85    27
  125    66     3
   76    55    92
   71   106    90
  179    67    88
  130    20    65
  115   174    54
  111   135    32
   40    87    48
  191   168    13
   33   194    58
   59    88    60
  104    81     6
   16   168    58
  162   157    97
   82    80    57
    6   119    73
  177    36    66
  121    74    20
  101   176    90
  125    87    34
  158    27    60
    7   108    99
   45    48    81
  171   192    94
  105    14    52
  124    56    26
  143     3    43
   71    82    30
  137    53    21
  171   107    91
  189    83    16
   67   128    64
  112    25    82
  141    23    67
  105    30    54
   29   159    75
  119     9    20
   78   164    55
   73   133     9
   39    94    98
   71   182    24
  134    18    55
  144   185    68
   93   145    59
  124   159    26
  104    65    94
    8    13     5
    4    16    37
   74    59    66
  162   163    10
   28   123    47
   24   188    21
  111   127    83
  177   131    66
  184    42    97
    2   182    86
  173   147    34
  163    79    70
  115   140    22
  133    52    64
  127   123    89
   66   144    90
  165    83    82
   67    82    89
  169   182    44
  132    34    59
  124    39    21
  119    81    54
  163    37    97
  187   146    72
  159    71    17
   94   163    32
  133   136    21
  106   144    66
   84   128    79
  188   152    19
   24    49    84
    4    93    52
   82   150    75
  114    92    24
    6   183    27
  147    61    16
   86    26    83
  117    17    70
  175   126    78
  197    14     2
   84   163    35
    0   106    66
   47    20    33
   17    90    74
  154    96    14
    3   161    46
  172   188    98
   79     9    60
  134   138     8
   69    59    49
   10    10    43
    0    48    82
   97   130     2
   28   186    42
   78   193    75
  146   178    99
   68   107    96
  165   132     3
  141   131    14
   27    54    69
   76    58    95
   90   130    26
  129   116    34
   92    40    51
    9   159    28
  152   191    49
   54   163    13
  159    50    20
   29   133    86
  157   136    68
   40    31    37
  106    56    73
   23   138    91
  133    32    35
   66   122    66
  146    11     4
   22   103    33
   77   155    11
  157   118    14
  130   185     7
  115    56    66
  113   136    99
    9    58    81
  104   189    55
   80   129    43
  102    38    94
   52   104    77
   76   117    39
  140   175    38
  193   149    15
    6    27    45
  197    39    28
  157   185     3
   18   147    90
   31   185    95
   76   157     3
   62   169    83
   88    69    70
   69   110    40
  193   146    91
  111    96    36
  170   146    33
   88   199    92
  170    49     1
  120   196    59
   71    18    65
    4    76    34
   36    22    59
   89   133    25
    3   171    51
   97    70    71
   24    12    89
  124   192    53
   86    40    58
   95   149    11
  103    58    71
    0   100     6
    9   179    75
  151   110    74
  175     8    25
  129    28    39
   68   176    28
    5    70    33
   61    24     3
   63    98    93
   86   128    62
  180   119    73
  127   171     2
   23   179    52
  141     3    15
   58   182    66
   34   193    91
   12    65    76
  170   171    25
  191    96    29
   49   148    79
   58   100    30
   76    65     2
  130   135    31
   94    88    18
    1   142    59
  157    69    34
  185    75    70
  172    81    81
  108   128    61
  140    87    43
   26    46    23
    1    14    46
   99   128    82
  125   137    89
   99   148    15
   48     6    71
  146   123    91
  149   104    71
   78    13    66
   58    83    53
   94   116    34
  199   114    38
   72    86    50
   94    75    51
   55   183    77
  181   189    34
  126   154    46
   24   121    96
  110    96    95
  175   113    62
  146   152    28
   62    72    38
  196     3    74
   81    72    45
   84    31    73
   79    47    69
  104    52     2
  175   176    84
    9   114    66
  143   114    95
  112    73    30
   24   101    90
   24     5    64
  122   104    56
  173   185    31
  100    93    62
  106   105    17
   60   169    11
  172    76    89
  155   157     5
   85   198    36
  183    68    62
  148   156    20
  134   118    18
   55    79    74
   53    31    70
  133    12     6
  113   176    10
  168   184    31
   19    89    80
  174   125    50
   65   127    50
   46   110    76
   95     4    87
  102   186     4
  111   105    75
   51    16    72
   21    58     8
  103   100    42
  124    92     2
   57    66    53
   46    38    82
   46   121    73
  139   195    25
  133    62    16
  147    87    85
  180   113    18
  121    72    92
  161    99    55
  173   157    90
  106   197    60
  198   170    85
  163    58    26
   74    88    98
  113   155    46
   70    46    55
   49    58    11
    4    93    47
  110     3    85
   78   170    92
  156    87    84
  114    80    87
  180   172    15
  162   103    51
   94    26    77
   94    26    62
  189   117    70
   80    57    89
    5   188    56
   87    20    29
   35    78    78
  151   178    11
  168   135     1
  112   107    92
   82    54    82
   99    98     7
    3    29    36
    6     0    76
   88    36    24
   14   163    92
  145   112     8
  125   105    85
   66   154    85
  109   169    29
  199   126     9
   18   190     7
  171    45    24
  189    35    63
  125    16    52
   21   158    62
  165    62    25
  169   112    53
  189   117    72
   77    55    67
  192   123     6
  150    40    17
  117     2    34
  158   136    49
  148   115    23
   52   159    38
   37   120    21
  140   125     3
   62    62    84
   28   160    27
   69   110    67
  143    31     5
  186   192    46
  169    57     3
  120    48    57
   15   153    97
   10   172    27
  197   108     4
  126    47    15
   26   161    35
  132     7    15
   59   173    69
   84    30    68
  123    21    86
  119    87    67
   52    74    90
  114   158    45
  116    56    27
  118    79    53
   60   112    35
   16    27    61
  189    75    30
  115   162    72
  132   147    61
  183    16    14
   57    49    73
   20   132    34
  122   175    29
  196    15    73
  150   131    43
   12    31     2
   36    91    42
  153    92    58
   48    77    38
  185    79    24
  195   125    84
   71   172    23
   67    24    82
  171   158    62
   39   192    87
   34   107    55
   56    63    67
   28     8    10
  192    12    80
  120     4    55
   84   110    38
   28   110    24
  113   175    10
   46    66    64
  158    38    42
   96    88    79
   39    52    22
   72    74    85
  177    70    40
   55   123    70
  120    28    82
  169    69    57
   82    21    40
  136    38    60
  111    34    32
   57     9    31
  144    23    53
  135   165    20
   83   124    75
   30   193    10
  156    24    74
  161    16    64
   72    76    59
  114    92    45
   31    76    36
  163     8    68
   75    38    44
   29    78    38
  188   180    32
   95    87    23
  186    16    75
   43     6    25
  169   172    41
   90    86    29
  146    98    29
  147   118    22
  159    23     8
  143    23     6
  123   116    75
  110   174    84
  160   150    60
  180   169    30
  101   197    21
    1   148    99
  183     4    43
   74    55    36
   35   132    89
  137   147    45
   31   137    56
  150    50    18
   67    64    58
   64    48    81
   97   175     7
    1   164    48
  133    49    17
  185    55    41
  105    29    95
   22    44    70
   35    52    81
   45   165     8
   34   102    29
   33    39    99
   69    93     5
   61   192    32
   93    56    82
  182   157    57
  109    61    59
   60   185    67
  188    89     7
  177   177    82
  193    76     4
  106    99    96
  140   185    84
   30    28     6
  145   103    82
  176   104    86
  184   193    15
  117   116    98
  105   190    72
    3   193    11
   52    54    75
  176    95    76
  183    64    21
   81    32    99
  193    47    18
  197   140    98
  106    56    72
   97    15    47
  182   186    66
   53   108    26
   70   123    12
  106    37    91
    3    94    81
  110   131    53
   38    19    43
  101    76    30
   88   139    73
  113    62     3
   67    21    89
  102    77    86
  156   173    24
   67    20    99
  109   178    93
   76   102    23
  139    48    34
  122    65    38
   51    88    99
   92   143    83
   15    80    88
   14    27    18
  126   100    57
  171    43    58
   87   151    81
  190   185    68
  117     9     2
  179    90    48
  123    42    13
   83   192    20
   92   189   100
    3    41    67
  155    94    97
  117    10    97
   47    68    92
  152    16    18
  121     8    10
   18   160    15
  144    14    32
   84   106    13
   24    91    62
  134   196    64
  129    80    63
   43   159    78
  168    30    87
   96   124     9
    8    39    92
   44    88    81
   28    56    38
  106    72    30
    1   136    92
  132    48    99
   85   165    44
  192    14    18
  110    20    52
  112   128     4
  132    72     8
   10   194    55
   25    68    12
   15    98    38
  146   126    87
  155   133    95
  135    87    75
  197   103    55
   44    95    19
  163    25    76
  171     1    73
   56   147    34
  182   104    91
   35    53    10
  103   119    14
  133   147    11
   60   116     9
  171   169    88
  117    48    35
  138    83    66
  117    99    99
  167   198    36
  168   194    87
   78    66    57
   18    52    59
   22   190    74
   17   153    20
  193    80    49
   51   111    94
    3   166    11
   78    90    30
  159   100    21
  123   158    96
  168   199    12
   77     8    29
   52   172    74
   56   180    88
   13   101    71
  112   129    50
   45    72    32
   33   126    34
   30    45    67
  191   141    88
   45    35    11
   10    96    93
  160   105     4
   74   160    42
    9    26    92
   67    76    42
  182    81    28
  173   120    27
  122   134    20
    6    98    77
  125   121    88
  197   176    19
   20   145    75
    7    12    71
   52   121    36
  103   190     4
  140     6    41
  131    25    98
  155    22    87
  182   136    20
    0    27    97
  169    77    21
  179   131     3
   31    68    54
   81   117    47
  182   178    89
  185   112    34
  194    39    81
  122    81    18
   58   117   100
  110   133    25
  101   179    53
   25    15    23
  124    23    31
   70    40   100
  162    61    34
  194    61    96
   35    33    55
  183   143    74
   79    26    64
  170   155    98
   67    23    14
   11   143    98
   94   164    30
   93    15    13
   26   142    17
   47    25    44
  142    93    69
  127   163    86
   18    95    31
   22   126    47
  144    48    75
  183    82    27
    8    74    60
   32    96    43
   94    16    35
  160    41    42
   82     1    11
   20    63    28
   65   115    46
  163    89    89
  105    29    68
   78     8    29
  157   113    12
  157    78    31
   52     9    39
  119    17    30
   31   115    99
  161   182    52
   31   109    68
   26   145    19
  194   104    68
  195   125     3
   80     7    90
   74   126    61
   49    57    69
  105    36    34
   35    32    21
   46    49    78
   75   172     8
   10    16     6
   73   116    20
