NB_GRAPHS                 10
UNDIRECTED GRAPH      
NB_NODES                1000
NB_EDGES                4791
LIST_OF_EDGES 	 COSTS
  507   508    12
  508   509    38
  509   510    65
  510   511    23
  511   512    22
  512   513    25
  513   514    51
  514   515    79
  515   516    65
  516   517    39
  517   518    71
  518   519    12
  519   520    19
  520   521    37
  521   522    64
  522   523    34
  523   524    39
  524   525    59
  525   526     8
  526   527    31
  527   528    86
  528   529    76
  529   530     4
  530   531     1
  531   532     4
  532   533    19
  533   534    71
  534   535    80
  535   536    57
  536   537    84
  537   538    93
  538   539    29
  539   540    97
  540   541    64
  541   542    46
  542   543    46
  543   544    92
  544   545    55
  545   546    31
  546   547    90
  547   548    56
  548   549     1
  549   550    22
  550   551    62
  551   552    36
  552   553    29
  553   554    70
  554   555    14
  555   556    22
  556   557    76
  557   558    65
  558   559    27
  559   560    93
  560   561    57
  561   562    97
  562   563    82
  563   564    13
  564   565    40
  565   566    14
  566   567    96
  567   568    86
  568   569    48
  569   570    41
  570   571    16
  571   572    26
  572   573    79
  573   574    93
  574   575    61
  575   576     3
  576   577    86
  577   578    40
  578   579     1
  579   580    13
  580   581    28
  581   582    89
  582   583     9
  583   584    56
  584   585    13
  585   586    82
  586   587    46
  587   588    66
  588   589    71
  589   590    89
  590   591    12
  591   592    90
  592   593    16
  593   594    84
  594   595    93
  595   596    63
  596   597    55
  597   598    16
  598   599     8
  599   600    80
  600   601    48
  601   602    75
  602   603    70
  603   604    15
  604   605    56
  605   606    37
  606   607    98
  607   608     2
  608   609    75
  609   610    24
  610   611    79
  611   612    72
  612   613    14
  613   614   100
  614   615     2
  615   616    30
  616   617    87
  617   618     4
  618   619    73
  619   620    47
  620   621    92
  621   622    19
  622   623    73
  623   624    19
  624   625    77
  625   626    59
  626   627    25
  627   628   100
  628   629    77
  629   630    32
  630   631    33
  631   632    48
  632   633    76
  633   634    49
  634   635    18
  635   636    44
  636   637   100
  637   638    77
  638   639    44
  639   640    79
  640   641    42
  641   642    73
  642   643    22
  643   644    96
  644   645    56
  645   646    72
  646   647     8
  647   648    75
  648   649    64
  649   650    58
  650   651    89
  651   652    42
  652   653    56
  653   654    10
  654   655    50
  655   656    78
  656   657    15
  657   658    57
  658   659    13
  659   660    61
  660   661    52
  661   662     9
  662   663    20
  663   664    72
  664   665    43
  665   666    21
  666   667    92
  667   668    43
  668   669    58
  669   670    78
  670   671    63
  671   672    87
  672   673    96
  673   674    12
  674   675    98
  675   676    99
  676   677    70
  677   678    38
  678   679    44
  679   680     2
  680   681    21
  681   682    60
  682   683    21
  683   684    39
  684   685    50
  685   686    66
  686   687    66
  687   688    27
  688   689    64
  689   690    64
  690   691    34
  691   692    45
  692   693     3
  693   694    43
  694   695    33
  695   696     3
  696   697    65
  697   698    66
  698   699    84
  699   700    23
  700   701    62
  701   702    70
  702   703    92
  703   704    26
  704   705    53
  705   706     1
  706   707    81
  707   708     1
  708   709    39
  709   710    18
  710   711    99
  711   712    43
  712   713    77
  713   714    58
  714   715    28
  715   716    87
  716   717     5
  717   718     1
  718   719    68
  719   720    46
  720   721    10
  721   722    10
  722   723    71
  723   724     9
  724   725     2
  725   726    95
  726   727    90
  727   728    48
  728   729    97
  729   730    84
  730   731    95
  731   732    47
  732   733     3
  733   734    69
  734   735    58
  735   736    23
  736   737    86
  737   738    86
  738   739    88
  739   740    57
  740   741    66
  741   742    15
  742   743    58
  743   744     9
  744   745    97
  745   746    59
  746   747    74
  747   748    64
  748   749    81
  749   750    16
  750   751    11
  751   752    54
  752   753    47
  753   754    85
  754   755    58
  755   756    20
  756   757     4
  757   758    74
  758   759    27
  759   760    20
  760   761    91
  761   762    18
  762   763    66
  763   764    94
  764   765    10
  765   766   100
  766   767     8
  767   768    48
  768   769    97
  769   770    69
  770   771    23
  771   772    49
  772   773    47
  773   774    19
  774   775    77
  775   776    58
  776   777    88
  777   778    59
  778   779    86
  779   780    64
  780   781    92
  781   782    68
  782   783    80
  783   784    25
  784   785    24
  785   786    68
  786   787    42
  787   788    65
  788   789    78
  789   790    42
  790   791     6
  791   792    95
  792   793    98
  793   794    85
  794   795     2
  795   796     1
  796   797    12
  797   798    77
  798   799    35
  799   800    33
  800   801    15
  801   802    99
  802   803    96
  803   804    30
  804   805    65
  805   806    69
  806   807    42
  807   808    87
  808   809    51
  809   810     2
  810   811    85
  811   812     8
  812   813    20
  813   814    80
  814   815    83
  815   816    39
  816   817    75
  817   818    97
  818   819    52
  819   820    81
  820   821    73
  821   822    34
  822   823    55
  823   824   100
  824   825    33
  825   826   100
  826   827    23
  827   828    15
  828   829    54
  829   830    25
  830   831    50
  831   832    20
  832   833     2
  833   834    41
  834   835    78
  835   836    41
  836   837    15
  837   838    74
  838   839    99
  839   840    96
  840   841     1
  841   842    97
  842   843    42
  843   844    79
  844   845    49
  845   846     9
  846   847    78
  847   848    63
  848   849     9
  849   850    13
  850   851    39
  851   852    70
  852   853    34
  853   854    70
  854   855    63
  855   856     8
  856   857    74
  857   858    54
  858   859    27
  859   860    23
  860   861    80
  861   862    30
  862   863    62
  863   864    88
  864   865   100
  865   866    65
  866   867    92
  867   868    21
  868   869    40
  869   870    82
  870   871    18
  871   872    74
  872   873     3
  873   874    28
  874   875    93
  875   876    20
  876   877    53
  877   878    27
  878   879    82
  879   880    24
  880   881    77
  881   882    59
  882   883    70
  883   884    57
  884   885    21
  885   886    50
  886   887    20
  887   888     2
  888   889    40
  889   890    30
  890   891    93
  891   892    40
  892   893    58
  893   894    45
  894   895    99
  895   896    25
  896   897    39
  897   898    81
  898   899    93
  899   900    26
  900   901    97
  901   902    23
  902   903    63
  903   904    12
  904   905    28
  905   906    51
  906   907    10
  907   908    29
  908   909    23
  909   910    12
  910   911    22
  911   912    16
  912   913    49
  913   914    62
  914   915     3
  915   916    69
  916   917    70
  917   918    26
  918   919     7
  919   920    95
  920   921    92
  921   922    11
  922   923    15
  923   924    90
  924   925    65
  925   926    20
  926   927    31
  927   928    89
  928   929    92
  929   930    62
  930   931    58
  931   932    99
  932   933    98
  933   934     8
  934   935    12
  935   936    42
  936   937    65
  937   938    46
  938   939    42
  939   940     7
  940   941    58
  941   942    61
  942   943    87
  943   944    94
  944   945    66
  945   946    28
  946   947    73
  947   948    89
  948   949    72
  949   950    28
  950   951    47
  951   952    46
  952   953    35
  953   954    32
  954   955    64
  955   956    95
  956   957    73
  957   958    84
  958   959    78
  959   960    24
  960   961    47
  961   962    87
  962   963    70
  963   964    36
  964   965    41
  965   966     2
  966   967    80
  967   968    71
  968   969    41
  969   970    30
  970   971     5
  971   972    76
  972   973    16
  973   974    18
  974   975    38
  975   976   100
  976   977    46
  977   978    39
  978   979    88
  979   980    40
  980   981    86
  981   982    20
  982   983    83
  983   984    13
  984   985    18
  985   986    79
  986   987    16
  987   988    93
  988   989    23
  989   990    29
  990   991    96
  991   992    42
  992   993    59
  993   994    65
  994   995    60
  995   996    78
  996   997    44
  997   998    77
  998   999    17
  734   225    38
  893   667    70
  425   924    39
  623   731    83
  144   683    25
  802   181    58
  777   411    42
  779   130    44
  167   141    34
  373   549    34
  904    84    81
  384   631    55
  911   358    31
  646   698    26
  394   189    95
  132   785    71
  360   108    69
  150   478    31
  483   227    32
  498   967    72
  239   550    50
  950    99    93
   19    61    66
  651   892    62
  505   871    49
  266   754    34
  224   757    36
  613    30    63
  294   825    95
   19   918     9
   11   573    99
  231    56    26
  826   207    80
  215   728    97
  531   619     2
   40   938     7
  218   273    62
  525   571    14
  539   912    18
  369   452    52
  615   916    72
  294   687    14
  807   382    58
  969   952    79
  858   268    89
  720   861    27
   15   959    83
  312   659     9
  450   129    82
  122   694    83
  321   640    45
  387   300    87
  853   246    10
  870   836     5
  568   490    39
  114   500     3
  883   241    87
  475   776    31
  599   236    89
  128   273     3
  598   570    70
  219   171    58
  498    28    75
  692   629     1
  878   183    93
  272   416    76
  609   690    54
  685   145    38
  101    87    93
   30   617    34
  917   493    90
  155   382     4
  914   273    42
  636   270    41
  347   161    25
  836   760    69
  919   582    94
  760   918    69
  259    77    96
  332   601    24
  325   782    27
  233   766    90
  849    69    80
  788   303    41
  562   275    25
  833   818    22
  184   804    86
  291   142    39
  921   137    66
   58   318    47
  105   199    42
    1   305    21
  399   652    94
  503   862     3
  791   252    15
  963   816    47
  788   745    29
  486   163    73
  343   822    51
  220   625    56
  423   174    12
  909   834    10
  350   707    30
  189   186    59
  740   587    69
  798    45    66
  726     3    79
  991   694    87
  675   418    95
   78   619    29
  251    14    69
  135   445    49
  867   580    60
   85   938     5
  744   158    34
  786   998    45
  535   688    84
  811   770    69
  602     0    43
  569    46    16
  619   411    72
  591   892    48
  380   650    47
  350   934     3
  991   404    95
  859   951    91
  578   908    81
  878   551    75
  691   759    25
  604   799    75
   63    31    20
  406   487     7
  772   582    17
  215   956     5
  436   923    26
  900   943    24
  408   150    51
  335   661     5
  191   315    78
   70   870    32
  195   238    39
  171   408    31
  892    17     1
  884   317    71
  101   896     8
  888    13    70
  601   917     9
  808   768    23
  358   212    17
  352   431    27
  196   833    19
  681   747    74
  731   825    48
  194   994   100
  839   718    84
  413   779    38
  177   484    55
   15   204    47
  959   999    36
  556   632    58
  381    90    85
  146   552    33
  323    54    21
  801   767    63
  699   803     3
  874   407    10
  873   756    31
  913   357    66
  493   597    21
  750   843    78
   97   397    60
  392   161    95
  565   501    32
  177   593    92
  289   852    14
  793   551    43
  170   838    41
  613   278    78
  259   893     8
  523   640    61
  284   826    98
   65   930    82
  660   802    82
  477   517    77
  309   698    49
  538   371    98
  754   422    52
  810    42    71
  100   376    91
  183   866    19
  511   129    39
  300   814    81
  414    30    72
   94   974    65
  710    59     5
  982   669    51
  587   687   100
  897   530    12
  457   313    13
  446   663    48
  721    85    90
  333   234    77
  995   394     3
  153   372     4
  467   513    91
  250   985    71
  334   833    44
  311   298    72
  811   464    44
  167   714    49
  719   254    16
  996   869     1
  349   126    26
  871   338    32
  952   850    55
  718   336    73
  809   606    31
  652   317    79
  117   146    50
  709   193    37
  828    78    99
  727   901    69
  756   536    19
   36   962    98
  681   103    34
  662   300     8
  549   134    11
   97   732    71
  870   328    62
  131   975    24
  492   696   100
  111   451    95
  110   493    55
  217    20    43
  809   949    33
  679   980    84
  851   470    88
  690   529    98
  803   972    78
  123   737    27
  731   568    43
  929   109    42
   66   525    73
  127   118    12
  144   607    99
  427   980    36
  889   150    65
  530   468     6
  729   396    78
  577    92    30
  682   766    47
  606   640    88
  125   198    70
  820   155    50
  554   160     4
   26   386    46
  460   546    20
  884   967    72
  742   871     4
  246    56    13
   62    98    29
   76   718    29
  907   777    70
  243   933    73
  896   925    83
  372   951    31
  957   328    67
  820   377    29
  948   897    82
  284   561    87
  986   540     1
  773   296    83
  399   265    89
   17   686    94
  613   650    72
  233   189    11
  675   745    77
  915   540     7
  405   144    14
  196   151    30
  667   526    57
  601   805    41
  519   814    64
  228   531    73
  845   757    61
  495   171    94
  855   488    54
  637   713    98
   91   559    54
  812   203    45
   49   613    32
  934   417    79
  736   773    53
  946   452    80
  149   933     2
  546   975    32
  181   520    50
  389   190    15
  961   929    50
  997   149    75
  380   456    31
  355   536    76
  370   328   100
  152   448    80
   43   857    30
  517   283    53
  735   106    83
  611   456    66
  481   534    37
  623   473     5
  490   771    26
  914   743    65
  231   763    23
  576   164    69
    3   487    58
   10   668    83
  843   324     2
  182   663    85
  763   378    86
  852   182    73
  563   698    89
  816   588    29
  359   803    60
  371   820    96
   38   897    75
  909   218    82
  784   174    11
  409   818    97
  632    92    52
  373   556    12
  137   944    46
  564   338     1
  759   623    67
  804   118    10
  402   383    18
  216   117    92
  855   306    48
  682   799    21
  127    53    20
  591   510    28
   53   744    94
  603   198     2
  851   278    45
  734   449    52
  506   151    86
  349   431    58
  717    35    92
  638   387    78
  621   347    52
  275   328    88
  578   318    75
  133   516    60
  727   995    27
  804    15    10
  484   978    97
  301   288    55
  868   725    48
  196   663    45
  976    26    14
  154   374    17
  274   487    18
  907   727     3
  918   457    98
  857   140    40
  523   463    88
  695   698    45
  668   930     8
  622   739    79
  712   395    16
  992   254    53
  523   925    48
   92   735    93
  550   932    29
  335   285    20
   31   418    65
  715   113    58
   41   199    62
  159   907    84
   73   321     4
  827    17    59
  649   642    64
   21    47    70
  905   485    40
  366   612    88
  487   428    38
  444   229    77
  634   973    41
  128   551    14
  616   539    68
  858   993    55
  680    70    91
  963   193    59
  189   812    83
  322   227    33
  523   556    50
  334   489    16
  791   593   100
  903   275    96
  504   182    65
   49   355    80
  276   976    28
  474   678    77
  962   875    65
  855   980    74
  202   430    91
  366   497    89
  871   353    99
  396   411    64
  832     6     5
  516   204    84
  796   401    28
  217   683    15
   54    54    47
  937   428    59
  814   629    31
  694   173   100
  526   973    47
  750   837    92
  248   945    72
  323   424    46
  526    44    68
  286   407    57
  229   494     7
  552   427   100
  542   234    68
   19    87    74
  826   632    29
  972   244   100
  796     4    56
    4   219    76
  311   852    68
  116   690    30
   59   296    93
  985   963    50
  688   530    47
   65    51    20
  865   386    68
  203   402    27
  328   990     6
  964   988    70
  406   335    64
  542   423    39
  494   622   100
  664    88    28
  605   462    78
  238   225    93
  302   986    59
  325   732     2
  185   494    37
  914   781    21
  251    56    63
  276    28    91
  813   451    89
  528   172    11
  290    65    40
  611   188    76
  937   904    28
  784   334    51
  151   934     7
  945   221    84
  520   651    88
  981   681     1
   14   856    64
   49   532    70
  628   320    30
   41   104    86
   87   949    41
   19    98    49
  168   885    27
  161   713    91
  375   769    31
   81   570    46
  916    10    99
  956   531    12
   13   685    66
   33    18    82
  908   252    20
  513   705    30
  280   370    30
  573   666    42
  255   631    87
  921   247    81
  317   765    95
   88   194    82
  183   162    79
  857   738    93
  257     2    37
  943   760     8
  959   640    57
  911   941    20
  677   676    59
   74   431    73
  333   797    44
  645   267    44
  860   353    52
  917   107    46
  430   613    39
  493   752    80
  305   820    36
  999   867    59
  698   736    28
  905   707    87
  967   778     1
  822   669    74
  447   971    60
  140   187    98
  767   238    23
  551   428    61
  899   614    53
  701   915    30
   74   737    59
  564   682     1
  627   122    43
  144   152    32
  140   660    45
  190   504    50
   73   321    39
  284   385    65
  129   278    32
  732   420    60
  707   612    93
  234   840     3
  401    76    46
  594   484    53
  162    95    31
  569   273    33
  205   786    49
  387   961    41
  739   927    57
  105   527    67
  151   258    46
  585   581     2
  132   176    85
  976   656    31
  763    39    85
  630   523    99
  152   299    45
   70   530    84
  119   412    51
  544   697    60
  116   933    61
  297   109    82
  744   855    53
  645   201     9
  243   600    54
  236   443    77
  560   499    12
  453   140    41
  164   559    27
  599   319    45
  632   888    17
  463   403    82
  703   865    64
  308   412    49
  234   158     7
  969   954    32
  721   225    99
  720   682    32
  195   307    50
  134   248    97
   45   795    60
  427   600    50
  326    28    88
  823   451    87
   51   660    49
  164   908     1
  791   778    77
  290   726    77
  788   812    38
  794   196    67
   55   113    47
  605   518    68
  540    40    64
   91   534    86
  290    35    91
  983   620    97
  617   788    12
  565   439    41
  112   303    54
  161   947    32
  850   695    96
  724   775    17
  526   866    44
  467   234    62
  372   757    90
  631   990   100
  564   177    38
  455   403    43
  818   588    76
  907   168    51
  352   228    88
  834    15    67
  567   787    17
  702   852    20
  553   802    46
   49   446     6
  692    64    27
   29   589    89
  931   944    72
  808   227    90
  709   360    49
  883   668    94
   68   263     5
  658   360    17
  787   475    56
  919   265    52
  920   529    40
  357   711    68
  974   620    18
  163   657    91
  817    98    46
  644   897    23
  749    34    23
  521   683    41
  731   723    57
  789   451    39
  865   784    97
  438   833    93
  360     0     8
  122   447    50
  774   613    61
  792   908    49
  252   987    95
  373   526    30
  762   310    86
  417   440    73
  552    46   100
  917   902    57
  682   485    13
   71   989    42
  755   508    65
  545    64    17
  898   651    68
  812   561   100
  911   248    15
  960   862    20
  936   943    45
  719   431    84
  718   529    22
  628   746    18
  556    65    14
  996   836    74
  309   561    94
  141   120    34
  477   192    67
   93   707    10
  324   348    96
  196   356    52
  227   106     5
  621   972     2
  588   353    13
  749   895    66
  958   711    48
  679   875    76
  985   764    78
  298   984    86
  285   381    72
  688   199    98
  589   153    69
   36   640    23
  641   970    95
  609   327    30
   54   624     4
  797   401    18
  659   417    74
  501   812     5
  193   596    35
  709   996    56
   58   560    52
  270   676    98
  217   297     2
  991   569    10
   75   502    58
   77   717    94
  635   203    83
  345   953    36
  649   222    72
  696   439    77
  877   690    73
  131   495     7
  752   943    87
   13   705    24
  985   941    31
  588   134    72
  559   832    22
  867   971    61
  312   129    24
  303   341    96
  161   396    92
  125   687    74
  919   891    74
  631    81     5
  347   381    78
  517   824     3
  412   246     6
  155   129    83
   96   961    85
  201    89    30
  216   277    73
  499   267    74
  750    96    31
  689   332    37
  394   242    76
  869   875    53
  963   477    43
  448   237    83
  370   984    97
  377   974    71
  783   852    49
  774    84    96
  112   992    20
  914   423    75
  825   387    62
  135   778    31
  742   763    18
  528   356    62
   86   381    18
   84    75    24
  520   186    83
  162   395    39
  163   450    33
  582    91    86
   62   691    46
  316   898    45
  993   557    92
  107   130    33
   42   223    14
  911   890    92
  884   414    88
  705    93    29
  801   163    48
   79   692    86
  829   992    68
  938   208    17
  943   192    30
  569    29    67
  938   660    81
  719   912    62
  908   364    90
  393   282    83
  509   312    72
  644   926    35
  379    53    40
  339   428    27
  628   333     3
  380   279    92
  359   532    90
  899   338    88
  650   102    65
  575   872    54
  557   678    32
  203   437    48
  958   840    13
  167   970    58
  295   441    60
  520   409     6
   83   840    58
  812   785    97
  414   403    57
   32   597    73
  886   184    66
  607   371    20
  506   882    90
  626   439    34
  791   139    60
   38   543    99
  228   244    81
  855   964    94
  525    74    52
  620   284    26
  715    17    43
  357   411    30
  685   265    21
  858   536    91
  948   418    16
  338   643    64
  564   127    82
  705   117    67
  527   152    54
  148   799    75
  596    46    20
  393   824    55
  367   668     9
  196   471    98
  358   912    24
  672    92    55
  722   927    68
  467   727    59
  620   799    26
  522   326    94
   42    69     5
   24    82    37
  374   296    66
  811   816    10
  140   616    47
  123   944    21
  559   635    83
  888   655    66
  920   213    97
   13   911    86
  866   736    34
  816   399    70
  575   704    22
  669   261    64
  636   616    89
  334   721    90
  825   419    82
  338   414    89
  849   913    44
  660   170    59
  621   198    21
  595   409    54
  819   187    97
  936   731    72
  797   357    17
  473   819    32
  665   684    21
  532   723    66
  423   643    79
  944   764    19
  122   246    84
   22   466    52
  414   751    75
  571   461    24
   34   919    27
  738   305    16
  430   132    83
  586    88    70
  878   630    78
  985    71     2
  421   819    35
    2   532    66
  238   100    33
   89   452    74
  771   483    14
   16   805    46
  864   941    98
  397    45    60
  671   692     8
  348   296    49
   50    51    43
    3   242    82
  486   654     2
  140   932    42
  392   969    75
  733   891    99
  343   538    96
  825   660     3
  706   657    14
  138   272    69
  382   290    95
  452   652    26
  647   583    34
  464   203    51
   46   795    28
  761   956    49
  270   817    13
  796   253    20
  149   668    86
  788   681    68
  204   155    37
  533   281    73
  116   691    91
  665   161    35
  330   613    66
  734    55     4
  110   518    33
  389   777    11
  786   591    14
  653   925     7
  576   280    66
  568   684    99
   46   290    81
  520   948    55
  400   648    43
  514   191    94
  261   524    77
  383   585    39
  701   875    38
  968   748    15
   34   136    45
  988   196    28
  789   925     3
   90   736    90
  155   927    95
  383   787     3
  311   845    83
  440   347    70
  345   550    40
  965   733    91
  559   482    36
  854   730    33
  444   999    92
  850   245     1
  603   984    59
  359    91    65
   23   384    34
  184   110    59
  447   667    25
   15   859    51
  485   350    71
  121    61    89
  623   961    53
  434   204    58
  475   745    11
  515   292    71
    0   503     6
   49   899    75
  756   554    74
  876    40    25
  646   142    39
  340   882    28
   29   352    33
  306   121     3
  315   490    93
  430   644    62
  904   597    73
  637   856     2
  117   898    52
  706    19    15
  291   912    66
  170   967    91
   61   327    76
  854   859    25
  955   483    29
  246   741    79
  290   502    30
  382   329     2
  650   679    31
  470   440    18
    9   713    59
  789   348    34
  925   377    70
  864   408    81
  543   640    61
  700   439    43
  133   232    23
    6    71    46
  497   642    82
  629   687    89
  495   744    15
  242    32    71
  732   616    91
  745   524    71
  393    67    66
  290   418    53
  470   581    34
  997   572    38
  361   432    50
  471   376    51
  275   917    77
  905   946    34
  633   774    46
  121   608    96
  551   482    95
  877   565    62
  730   760    28
  311   364    38
  984    15    74
  405   362    45
  421   158    73
  398   236    69
  520   261     2
  879   881    84
   46   570    66
  717   571    95
  560   368    30
  122   508    90
  124    27    64
  610   523    56
  867   929    31
  502   465    62
  530   528    17
  302   847    11
  864   380    89
  776   785     5
  426   992    36
  915   340    62
  743   781    20
  673   593    18
  278   397    74
