NB_GRAPHS                 10
UNDIRECTED GRAPH      
NB_NODES                 800
NB_EDGES                3833
LIST_OF_EDGES 	 COSTS
  507   508    12
  508   509    38
  509   510    65
  510   511    23
  511   512    22
  512   513    25
  513   514    51
  514   515    79
  515   516    65
  516   517    39
  517   518    71
  518   519    12
  519   520    19
  520   521    37
  521   522    64
  522   523    34
  523   524    39
  524   525    59
  525   526     8
  526   527    31
  527   528    86
  528   529    76
  529   530     4
  530   531     1
  531   532     4
  532   533    19
  533   534    71
  534   535    80
  535   536    57
  536   537    84
  537   538    93
  538   539    29
  539   540    97
  540   541    64
  541   542    46
  542   543    46
  543   544    92
  544   545    55
  545   546    31
  546   547    90
  547   548    56
  548   549     1
  549   550    22
  550   551    62
  551   552    36
  552   553    29
  553   554    70
  554   555    14
  555   556    22
  556   557    76
  557   558    65
  558   559    27
  559   560    93
  560   561    57
  561   562    97
  562   563    82
  563   564    13
  564   565    40
  565   566    14
  566   567    96
  567   568    86
  568   569    48
  569   570    41
  570   571    16
  571   572    26
  572   573    79
  573   574    93
  574   575    61
  575   576     3
  576   577    86
  577   578    40
  578   579     1
  579   580    13
  580   581    28
  581   582    89
  582   583     9
  583   584    56
  584   585    13
  585   586    82
  586   587    46
  587   588    66
  588   589    71
  589   590    89
  590   591    12
  591   592    90
  592   593    16
  593   594    84
  594   595    93
  595   596    63
  596   597    55
  597   598    16
  598   599     8
  599   600    80
  600   601    48
  601   602    75
  602   603    70
  603   604    15
  604   605    56
  605   606    37
  606   607    98
  607   608     2
  608   609    75
  609   610    24
  610   611    79
  611   612    72
  612   613    14
  613   614   100
  614   615     2
  615   616    30
  616   617    87
  617   618     4
  618   619    73
  619   620    47
  620   621    92
  621   622    19
  622   623    73
  623   624    19
  624   625    77
  625   626    59
  626   627    25
  627   628   100
  628   629    77
  629   630    32
  630   631    33
  631   632    48
  632   633    76
  633   634    49
  634   635    18
  635   636    44
  636   637   100
  637   638    77
  638   639    44
  639   640    79
  640   641    42
  641   642    73
  642   643    22
  643   644    96
  644   645    56
  645   646    72
  646   647     8
  647   648    75
  648   649    64
  649   650    58
  650   651    89
  651   652    42
  652   653    56
  653   654    10
  654   655    50
  655   656    78
  656   657    15
  657   658    57
  658   659    13
  659   660    61
  660   661    52
  661   662     9
  662   663    20
  663   664    72
  664   665    43
  665   666    21
  666   667    92
  667   668    43
  668   669    58
  669   670    78
  670   671    63
  671   672    87
  672   673    96
  673   674    12
  674   675    98
  675   676    99
  676   677    70
  677   678    38
  678   679    44
  679   680     2
  680   681    21
  681   682    60
  682   683    21
  683   684    39
  684   685    50
  685   686    66
  686   687    66
  687   688    27
  688   689    64
  689   690    64
  690   691    34
  691   692    45
  692   693     3
  693   694    43
  694   695    33
  695   696     3
  696   697    65
  697   698    66
  698   699    84
  699   700    23
  700   701    62
  701   702    70
  702   703    92
  703   704    26
  704   705    53
  705   706     1
  706   707    81
  707   708     1
  708   709    39
  709   710    18
  710   711    99
  711   712    43
  712   713    77
  713   714    58
  714   715    28
  715   716    87
  716   717     5
  717   718     1
  718   719    68
  719   720    46
  720   721    10
  721   722    10
  722   723    71
  723   724     9
  724   725     2
  725   726    95
  726   727    90
  727   728    48
  728   729    97
  729   730    84
  730   731    95
  731   732    47
  732   733     3
  733   734    69
  734   735    58
  735   736    23
  736   737    86
  737   738    86
  738   739    88
  739   740    57
  740   741    66
  741   742    15
  742   743    58
  743   744     9
  744   745    97
  745   746    59
  746   747    74
  747   748    64
  748   749    81
  749   750    16
  750   751    11
  751   752    54
  752   753    47
  753   754    85
  754   755    58
  755   756    20
  756   757     4
  757   758    74
  758   759    27
  759   760    20
  760   761    91
  761   762    18
  762   763    66
  763   764    94
  764   765    10
  765   766   100
  766   767     8
  767   768    48
  768   769    97
  769   770    69
  770   771    23
  771   772    49
  772   773    47
  773   774    19
  774   775    77
  775   776    58
  776   777    88
  777   778    59
  778   779    86
  779   780    64
  780   781    92
  781   782    68
  782   783    80
  783   784    25
  784   785    24
  785   786    68
  786   787    42
  787   788    65
  788   789    78
  789   790    42
  790   791     6
  791   792    95
  792   793    98
  793   794    85
  794   795     2
  795   796     1
  796   797    12
  797   798    77
  798   799    35
  257   113    99
  764   234    65
  544   328    87
  400    11    85
   56   158    80
  658   308    75
  771   415    81
  578   269    55
  795   256   100
  180   115    54
  192   393    20
   12   324    78
  326   118    74
  789   764     1
  769   329    79
  391    68    78
  498    69    13
  311   552    34
  554   497     8
  589   430    27
  180   636    30
  495   696   100
  517   728    21
  314   648    18
  590    22    28
  740   152    53
  213   654    24
  610   464    70
  450   167    50
  158     9    40
  235   743    40
  460   359    99
  198   305    81
  742   200    97
  181   502    12
  221   401    10
  231   181    12
  174   122    49
  491    17    69
  554   200     7
  754   731    11
  112   719    65
  156   245    89
  733   493    58
  787   781     8
   90   333    65
  364   331     7
  459   480    87
  747   520    28
  580   708    72
  219   374    46
  276   250    64
  757   578    84
  618   190    47
  691   559    36
  322    14    80
  565   321    30
   35   605    16
  138   300   100
  362   309    88
  312   682    20
  661   102    18
  629   124    93
  180   228    96
  329   469    65
  472   617    44
  612   135    74
  180   299    90
  534   558    43
  739   306    63
  585   660    15
  546   192    81
  145   456    78
  329   331    78
  104   344    17
  113   269    38
  439   265    91
   67   647    39
  504   439    92
  286   247    65
  558   202    40
  151   758    14
  628   564    37
   87   547    16
  382   240    49
  182   249    50
  774   574    24
  440   396    96
   79   737     2
   49   527    66
  713   494    51
  696   387    27
  603   268    23
  605   285    62
   24   496    30
  660   758     2
  734    67     2
  458   784    24
   45   202    83
  165   635    22
  582   768    54
  495    15     5
  750    52    22
  218   491    53
  457   107    54
  729   137    37
  361   411    62
  733   571    30
  549   107    81
  306   463    97
  762   629    86
  214   704    73
  688   214     2
  767   658    32
  527    69    46
  103   649    13
  555   662    33
  512   358    39
  240   691    86
  196    76    88
  669    33    57
  392   307    12
  400    23    89
  193   695    48
  621   247    60
  188   710    13
  218    16    60
  456   554    22
  137   463    50
   22   597    70
  503     2    88
  146   743    28
  332   601    61
  552   425    69
  116   303    11
   70   743     4
  494   269    92
  394   713    16
  305    25    92
  218   329    64
  216   320    35
  128   195    84
  608   547    92
  465   750    77
  734   544    26
   62   767    34
  481   186    33
  626   208    24
  613   713    85
   55   639    79
  242   325    57
  220   195    84
  654   173    19
  643   685    30
  113   307    93
  109   523     6
  255   369    11
  159   334     1
  244   160    40
  522   744    51
  689    23    80
  202   113    97
  653   371    79
  596   228    49
  131   581    35
  657   401    23
  500   445    43
  139    95    91
  667    77    36
  566   233    19
  149   471    75
  470   547    80
   36   522    73
    2   627   100
  555   691    68
  335   756     8
  495   230    26
   11   551    14
  356   390    87
  464   477     9
  750    38    75
  126   266    79
  798   352    54
  550   669    82
  616   550    61
    0   341    57
   36   126    62
  329   572    60
  714   381    39
  520   373    36
  747    20   100
  323   759    86
  760   720    58
  727   640    88
  441   597    70
  607   199    61
  639   593     7
   25   154    41
  390    48    78
  466   131    22
  765    38    44
  739   202    91
  754   190    41
  120   400    34
  528    35    20
  252   620     8
  696   249    20
  191   306    18
  326   244    90
   13     6    89
  254   563    11
  717    62    89
   10   554    61
  734    69    81
  614   180    36
  170   131    36
  345   211    20
  667   150    69
  597   587    74
  660   380    20
  795   798    84
  574   669    42
  623   303    18
  387   437     2
  163   373    96
  799   285    56
  505   458    39
   72   675    15
  442   260    33
   43   166    81
  613   501    70
  642    19    88
  326    78    88
  604   241    92
  285   526    50
  477   163    76
  674   618    10
  317   472    40
  129   758    57
  401   253    18
  474   730    29
  681   107    80
  440   342    18
  670   324    62
  222   620    26
  714    61    53
  512   481    29
  661   779     7
  744   648    67
  642   651    48
  413   613    31
  558   387    54
  297   776    76
  337   408    82
   34   561    11
  301   726    19
  693   146    52
  103   311    31
  651   645    42
   24   573    10
  779   516    72
   47    33    99
  535   403    59
  550   794    90
  424    94    46
  250    99    45
  531   377    73
   68   715    34
  187   612   100
  315    18    16
  298    30    47
  410   721    26
  788   563    34
  667   348    32
  238   569    82
  371   345    17
  571   390    72
  203   120   100
  695     5    35
  100   202    88
  270   255    96
  680   438    72
  268   576    81
  484   240    66
  253   627    12
  117   396    71
  155   288    83
   63   787    73
  721   545    76
  428   144     4
  769   776    69
   82   270    67
  240    60    55
  107    82    10
  586   560    88
  262   495    14
  780   186    50
  556   795    12
  361   759    12
  394   434    22
   16   343    81
  759   263    68
  784   671    86
  376   697    70
  423   782    81
  778   620    13
  589   209    74
  454   343    93
   87   332     7
  420   576    13
   94    88    15
  486   790    43
  784   285    89
  120   515    54
  374    47    73
  317   618    58
   74   234    69
  612   371    61
  512   698    13
  158   553    83
  124   393    56
  128    26     3
  309   361    47
  437   158    89
  773   569    75
  697    27    25
   45   100     7
   78   228     8
  575   225    91
  622   554    25
  747   577    90
  740   657    38
  761   246    96
  263   531    83
  302   231    95
  717   650    29
  449   694    99
  432     4    78
  236   662    40
  212   709     2
  549   747    62
  520   568    24
  151    83    68
  596   610    92
  432    52    41
  115   109    20
  121   232    67
  421   449    61
  644   326    52
  651   510    23
  425   580    85
  606   481    50
  137   750    86
  390   431    64
  571   778    10
  447   428    82
  162   352     5
  491   249    94
  334   626    74
  618   419    95
  361   638    15
  746     8    55
  780   254    19
  416   394    39
  152   118    97
  743   396   100
  119   592    39
  365   246    36
  429   606    38
  262   793    16
  358   639     5
  686   235    52
  227   418    74
   85   656    62
  365   523    49
  427   291    63
  378    38    50
  617   205    92
  595   512    24
  610   182    58
  131   547     1
  389   459     2
  534   663    85
  259     9    19
  530   674    77
  302   682    86
  145   579    57
  558   711    82
  471   229    36
  642   475    38
  656   764     4
  717   597    91
  174   650    79
  139    83    41
  654   768    64
   74   410    38
  445    94    14
  755   366    57
  270     7    76
  499   528    81
   94    75    41
  306   141    22
   93   735    86
  245   377    69
  639   164    13
   42   153    60
  408   223     6
  595   750    61
  158    13    86
  222   352    74
  359   412    51
  121   686    35
  345   460    72
   28   729    64
  309   617    63
  278   413    28
  263   697    58
  255   595    14
  413   479    73
  796   215    81
   12    76    49
  782   770    31
  230   433    87
  580   379    20
  530   353    98
   21   111    16
  299   128    28
  390   141    91
  582    18    92
  366   777    86
  112   313    53
  370   698    70
  559   354    67
  744    61    63
  591   629    72
  316   127   100
  203   417    53
  740   381    10
  588   740    56
  745   231    34
  228   152     4
  334   516    72
   90   463     5
  159   495    16
  725   664     8
  257    29    83
   14   464    65
  513   510     3
   37   556    91
  388   312    37
  489   699    49
  342   297    45
  183   609    64
  778   324    13
  441   105    62
  431   542    86
  794   432    69
   56   720    97
  155   468    19
  649   658    33
  182   258    53
  445   394    34
  391   124    80
  475   799    91
  220   763    51
  146   514     5
  284   636    28
  780   222    48
  542   608    97
  700   519    86
  784   584    21
  344   727    37
  398   706    88
  282   786    40
  329   505    84
    5    39    52
  163   665    80
  321   217    22
  546   112     6
   43   375    94
  342   471    82
  503   242    70
  138   794    53
  778   369    76
  669   730    25
  756   571    33
  339   364    53
   35   540    29
  325   454    23
  395    49    56
  342   797    55
  187   538     2
   69   590    83
  505   230    98
  195   794    80
    3   445     1
  175   603    32
  682   541    12
  552   239     6
  237   741    99
  770   397    69
  424   368     7
   41   157    87
  309   540    21
  321   212    33
  792    43    97
  791   556    41
  268   509    55
  338   309    50
  497   798    67
   71   218    61
  370   621    24
  180   737    31
  789   465    33
  586    11    19
  395   291    92
  624   166    26
   45   500    28
   22   720    82
  360   705    53
  138    85    30
   52   317    62
  150   602    94
  723   217    79
  267   402    16
  747    53    95
  177   666    53
  521   702    99
  545     1     2
  684   509     5
  425   556    63
  256   238     5
   83   682     9
  759   322     2
   79   389    17
  708   211    17
  570   721    38
  615   242     9
  456   360    92
    8   784    96
  425    95     2
  548   521     4
   14   652    91
  201   155    52
  564   234    29
  296   239    58
  533   331    26
  505   693    93
  197   646    32
  612   752     9
  155   648    19
  129   629    86
  590   739    26
    1   292    95
  608    58    96
  512   451    92
  752   156    68
  541   465     8
  345   582    34
  638   350    65
  213   350    87
  282   411    92
   86   363    44
  490   304    50
  602   632    31
  656   280   100
  693   464    70
  588   216    91
  565   694    97
  622     7    83
  535   584    45
  777   479    15
  149   780    77
  190   178    56
  342   487    90
  491   423    71
  732   237     8
  589   470    57
  545     3    63
   98   336    15
  121   250    15
  528   353    20
  403   395     8
  257   310    29
  308   514    13
  222   255    74
  336   477    71
  490   742    24
  672    18    41
   61   364    60
  387   422    17
   76   246    57
  218   262    21
  629   386    39
  769   325    74
  742   453    11
  422   528    16
  206   366    59
  464    12    14
  141   677    98
  525   246    77
   31   675    64
  418   785    16
  239   355     8
  424   667    12
  330   404    55
  557   478    12
  747   482    30
   87   653    75
  684   421    65
  161    69    25
  480   427    24
  355   608    57
  399    95    46
  112   324    17
  447   212    60
  255   355    64
  711   130    47
  322   654    71
  692   507    31
  330   391    24
  127    55    97
  763   250    73
  180   784    73
  546   248    20
  246   392    14
  198   771     5
  636   475    43
  480   397    33
   22   701    83
  361   694     6
  528   384    17
  726     5    80
  622   610    30
  581   614    79
  649   301    80
  157   531     6
   90   370    61
  414   541    55
   32   509    10
  427   682    30
   28   727    99
  496   770    62
  630    93    57
  351   323    12
  242   429    17
  757   254    86
  556   763    73
  620   128    53
  693   349    47
  187   495    38
  605   712    64
  792   794    57
  141   301    46
  322   336    82
  470   606    91
  134   402    36
  183   700    84
   12   531    57
  629   135    71
  681   157    56
  642   364     5
  357    47    70
   51   214     3
  471   704    94
  755   574    81
  182   718    71
  288   389    89
  534   751     7
  211    39    66
  288   128    79
  380   443    92
  212   414    93
  423   316    36
  569   539    98
  496   137    17
  525   723    82
   79   360    65
  717   182    75
   27   178    53
  546   322    74
  578   451    79
  361   305    87
  627   768    44
  666   737    37
    0    56    13
  358   396    78
  490   484    80
  726   389    26
  790   757    38
  421   233    77
  248   686    42
  352   579    56
   37   798    92
  722   455    69
  388    97     8
  791   330    76
  406   513    55
   51   134    90
  521   540    82
  449   793    92
  198   116    97
  689   155    94
  755   356    72
  344   667    72
  423   173    63
  597   137    56
   52   106   100
  669   590    31
  449   745    15
   96   266    48
  153   531    10
  565    72    33
  278   763    20
  285   408    23
   84    32    63
  778    15    59
  282    96    75
  716   525    96
  569   376    68
  700   603    99
  611   621    30
  787   685    29
  304   570    69
  159   778    59
  123   548     4
  512   176    65
  776   752    61
  261   237     6
  499    24    80
  321   142    66
  334   584    51
  650    34    20
  476   277    71
  797   440     6
  448   415    28
  540   780    22
  237    10   100
  455    78     8
  402   458     8
  573   748    64
  162   663    35
  762   280    65
  177   572    70
  351   609    88
  552   581    14
  396    51    76
  755   693     2
  564   186    99
  753   245    59
  107   573    56
  666   173    87
  777   482    32
  103   184    31
  273   767    17
  317   728    13
  550   587    92
  713   588    64
   65    36    35
  305   618    52
  659    20    42
  197    47    16
  103   656    10
  769   676    21
   71   237    22
  221   581    50
  214   590    76
   77   244    69
  266   289    40
  194   604    87
  700   420    97
  381   340    45
  190   658    38
  787   775    38
  779   560    79
  681   387    78
   67   761    12
  793   152    92
  338   599    83
  309   490    14
  623   246    75
  610   143    53
  285   491     9
  305   138     9
   60   188    53
  149   660    17
  316   305    17
  360   259    59
   73   687     7
  553   360    32
  718   354   100
  445   734    11
  104   263     5
  178   104    92
  712   734    89
  331   698    71
   74   225    81
  130   376     8
  553   680    83
  793   537    94
  166   133    95
  154   232    57
   23   531    94
  528   641    72
  729   490    91
  291   712    40
  225   660    51
  249   574    65
  741   278    38
   42   317    34
  342   208    63
  266    16    39
  223   734    36
  426   712    90
  270   699    66
   81   519    58
  698   424    56
  542   254    21
  350   383    96
  672   102    17
  776   457    30
  353   473    53
  327    40     9
  672   462    82
  628   775    42
  323   455     4
  477   578    89
  147   527    61
  296   158    51
  706   716    63
  351   268    80
  111   479     4
  434   784    23
  195   646    86
  771   750    53
   59   414    63
  227   205    72
   13   336    36
  329   237    69
  212   163    86
  429   725    95
  334   124    34
  514   505    57
  101   648    71
   94   529    53
  121   430    15
  639   596    60
   37   152    40
  659   438    37
  535    65    20
  377   776    36
  729   188    68
   74   432    73
  741   537    47
  581   467    63
  639   203    53
  261   744     5
   55    37     3
   66   290    38
  237   524    82
  653    79    15
  492   368    13
  755   163    56
  508   657    89
  524   522    93
  170   768     2
  728   680    87
  589   267    82
  319   557    58
  563   171    67
  208   509    64
  493   708    34
  576   717    83
  335   652    34
  331   706    85
  730   346    67
  136   470    63
  158   160    60
  327   424    82
  150   775    94
  584   569    80
  286   135    48
  655   254    67
  547   165    54
  578   525    43
  515   626    95
  611   145    13
  197   671     3
  373   415    42
  601   595    58
  368   188     4
  735   215    74
  244   127    44
  106   660    59
   70   553    88
  504   616    99
   57    12    43
  655   278     1
  426   523    24
   80   258     9
  361   591    78
  386   109     2
  644   366    87
  752   783    40
   36   478    68
  554    61    35
  237   384     6
   41   339     1
  193   654    49
  523    11    15
  746   335    40
  775   595    74
  713   786    35
  430   766    83
  528    18    71
  525   111    14
  217   548    39
  232   752    46
  521   200    65
  466   269    47
  162   404     5
  636   219    77
  764   386    28
  654    98    80
  202   155    15
  534   681    79
  545   536    21
  124   293    54
  225   583    12
  552   723    67
  129   273    34
  490   525    74
   44    25    12
  414   263    39
  621    80    79
  473   109    66
  740    55    58
  224   524    57
  547   790     5
  232   641    53
  758   436    41
  518   340    52
  152   749    27
  419   609    39
  468   308    71
  700   299    97
  598   117     4
  109   355    99
  157   222    79
  740    16    10
  589   718    16
  741   753    39
  630    19    32
  676   662    45
  277   559    35
  440   314    97
  587   721    56
  386   285    86
  584   261    45
  799   733    86
  196     6    61
  787   468    36
   72   514     3
  307   267    19
   88   464    45
  533   195     2
  687   401    49
  280   567    13
   49   711    63
  769   417    44
  163   458    48
  596    84    52
  234   566     1
  402    47     5
  719   593    76
  443   590    88
   32   198    65
  114   307    35
  706   219     3
  281   261    31
   97    17    32
  392   743    44
  515   489    91
  478   581    64
  684    15    12
  718   415    71
   15   113    30
  729   521    18
  773   725     7
  261   603    86
  687   199    96
  387   227    25
  593   628    30
  401   236    39
  263    10    66
  543   240    48
  352   138     1
  570   469    79
  278   265    93
  301   558    87
  326   641    55
  512   485    71
  351   341    14
  185   178     1
   57   363    50
  513   648    63
  550   711    50
  595   118    25
   26   563    74
  493   722    75
  419   560    40
   53   527    30
  334   420    48
  465   266   100
  458   302    37
  346   398    48
  301   404    28
  733   609    91
  757   271    64
  619   360    13
  487   761    56
  385   756    88
  452   492    74
  608   218    32
  291   298    99
   12   589    41
  290   355    43
  126   576    40
  189   547    53
  209    13    88
  704   667     5
  456   527    72
  457   758    57
  294   232    13
  406   714    13
   22   504    62
  418   445    87
  743   244    51
  372   489    54
  423   128    31
  678    80    87
  304   710    78
  628    38    43
  793   283    92
  272   495    75
  624   153    68
  474   139    28
  317   590    27
  124   554    67
   49    45    57
  705    78    85
  738   247    10
  359   632    88
  500   392    33
  511   392    24
  443   606    48
   19   694    52
  744    31    56
  423   592    26
   66   568    11
  232    59    52
  402   333    63
  369    10    29
  265   419    24
  152   652    24
  487   579    70
  782   192    67
  249   125    74
  351   676    91
  452   140    61
  289   731    81
  398   438    87
  631   716    54
  788   473   100
  682   675    82
  233   207    38
  355   781    57
  621   364    36
  185   435    25
  234    85     3
  374   372    56
   12   679    40
  680   735    79
  351   667    58
  320   695    91
  691   116    82
  414   406    48
  105   609    48
  105   490    95
  471   553    41
  230   705     3
  753   444    44
   83   225    18
  312   620    76
  713    86    85
  542     5    57
  429   729    42
  218   649    50
  393    53     2
  118   283     4
    2   600    45
  144   187     8
  653   732    73
  451    59    63
  420   675    34
  619   679    55
  678   230   100
  507    64    10
  763    55    86
  181   184    95
  140   502    63
   67   414    11
  633   494    83
  250   196    85
  450   416    95
  470   569    39
  222   528    97
  494    45    76
  163   131    59
   10   269    80
  546   386    75
  461   180    27
  637   297    19
  481   160    71
  500    21    32
  248   668    15
  643   215    35
  443   534    72
  125    35    94
  771   362    85
  231    17    61
  195   453     8
  615   773     6
  689   212    99
  432    30    64
  190   117    14
  645   274    67
   29   117    30
  692   544    43
  120   538    62
   87   683    60
  348   528    27
  298   715    58
  635   359    59
  227   212    60
  317   417    31
  449   272     9
  108   483    95
  301   235    58
  651   571    67
  589   480    92
   64   106    29
  196   577    11
  529   268    62
  700   225    99
   61   583    76
  526   341     7
  125    13    19
  367   330    77
  371   457    25
  309   296    93
  318   188    98
  500   671    36
  689   180    34
   97   651    86
  633   492    20
  771   695    18
  429   432    29
  253   535    15
   32    73    97
   50   639    61
   19   434    43
  441   299    15
  442   190    57
  703    73    24
  264   507    80
  155   331    49
  353   627    20
  208   173    37
  299   679    89
  281   315    28
