NB_GRAPHS                 10
UNDIRECTED GRAPH      
NB_NODES                 300
NB_EDGES                1437
LIST_OF_EDGES 	 COSTS
  269   194    20
   91   266    92
  185   171    99
  293    23    12
  125   194    46
  124    20    58
  180   258    94
  195    81    73
  265   214    28
  140   137    35
   94   190    95
  216   251    78
   71   138    87
  209   106    41
    5   238    71
  120    89     5
  227    45    18
  112   299    46
  115   262    40
  255    59    83
   38    53    79
   46   276    23
   85   287    42
  176   194    60
  231   130    77
   50   220    23
  112   267    67
  209   127    93
  114   187    74
  247    43    69
   72   240    19
  171   233    42
  124   233    14
  129    50    15
  101   112    55
   99   271     9
  242   115    64
  164   273    36
   92   194    70
   75   118    19
  284    39    79
  211   108    11
  205    45    48
   90   144    23
   93   149    97
  215    71    56
  148   285    10
  276     5     7
  197   195    90
  185   151    88
  145    79    76
  100    67    76
  107   184     4
  186    88    83
  284     5    92
   25     3    58
  294    69     6
   75   247    21
  238    64    73
  288   159    62
    5    12    94
   19    65    28
  184   157    58
   40   161    92
   51   110    46
  154   184    92
  214    88    69
   40   242    39
  173   290    96
  236   257    27
  264   216    87
   80     4    96
  246    93    66
   25   135    13
  243    36    70
  248    96    65
  134   116    31
  259   256    25
   28   261    84
   12   170    50
  115    34    51
    8   264    25
  260   142    78
   92   179    24
  266    38    28
    6   179    58
  208    65    18
  173   149     3
  223   207    63
    0   263    19
  278    81    42
  225   182    70
  159   205    15
  113    30     9
  278     9    62
  101   275    50
  267    46    39
    9   274    28
  123   190    28
  120   104    17
   73   250    77
  205   275    59
  281   228    92
  204    77     8
  287    99    61
   69    97    79
   78    70    77
  267   254     7
  239   236    31
  121   168    28
   73   250    82
   65    55    81
  257    87    15
  115   276    14
  196    17    32
  138    31    20
  125     0    31
   60   119    66
  279   151    87
    8   237    26
   42   289    82
  139   236    75
   85   145    17
  217   102    83
  150    66    63
  167   126    18
   35   272    84
   28   105    71
   87    56    19
  176   222    59
  205   239     5
  195   217     1
  235   297    70
  259   202    42
  283    23    62
   86    75     2
  206    40    45
  146   260    59
  179    25    94
   14   223    16
   99   236   100
  132   160    69
  250   243    78
  206   180     1
  128   170     5
   47   185    42
  214   177    90
  143   114    66
  140   105    94
    7   297    41
  284   257    96
  270   173    91
  240   263    56
  223   207    76
   74   181    80
  222    19     4
   57   122    49
   18   231    59
   49    64    96
   14   131    93
   75   270    95
   71   122    16
  150   100    67
   13    57    32
  232    21    88
   93    58    24
  114    51    41
   91   267     2
    2   265    32
  211    30    90
   23   266     2
  207   180    92
   25   242    77
   67   107    22
   49   105    44
   79    59    84
   56   204    75
  220   219    83
  142    58   100
  299   251    72
  250   123    78
  113    53    49
  164     4    21
  140   287   100
  107   167    64
  172   114    10
  253    44    56
   97    96     6
   62   240    77
  188   209    81
    7   262    41
   29   262    76
   90   274    36
  197   148    60
   61   225    85
  231    29    40
  177   117    17
  284   169    51
   94    53    60
  273    86    86
   40   237    56
  128    51    84
  121   184    28
  232    77    90
   22   157    65
  180    85    83
  292    19    94
  243   198    81
  244   143    52
  230    92    70
  145   161    38
  291   226    43
  153   243     5
  210    30    38
  272    54    87
   55   153    13
  116    90    82
  241   124     4
  215    28    98
  193   213     6
   12   294    67
  151   176    69
  298   269    54
   35   137    32
   37   133    67
  141   216     9
  268    99    24
  229   298    40
    7    46    38
   11   140    52
  270    75    99
  211   100    84
  130    93    30
  213   243    47
  129    50    72
  146   215    26
   45   298    87
    2   104    13
   76   261    34
   95   285    86
  164   215    34
  216   242    61
   90   195    32
  235    35    15
  148   212    20
  108   248     8
  295   218    91
  204   227    54
   54    10    97
  291   204    11
  101   198    31
   22   164    14
   30    29    74
  210   261    33
  185    39    98
   69   147    70
  298    33    46
  284    33    50
  162    65     3
  128   242    95
   98   203    99
  251   255    48
  261   207    53
  293   241    98
  232    37    74
   78   219    57
  128   278    11
  124    19    53
  216    38    12
   33    43    61
  296   128    99
  107   266    16
  193   159    47
   17   218    40
  232   173    10
   88   204    77
  139   181    65
  261    37    20
  207   246    16
  147   166    17
    9     8    39
  135   138    55
   59   265    97
  213   222    88
   10    73     6
   37    18    10
   85    23    72
   84   272    78
  207    73    94
  216   269    93
  246   111    96
   92   287    33
  199   246    38
   86   284    90
  243    85    57
  260   296    55
    1   231    30
  248   119    27
  266     5    69
  280   184    66
  213    70    19
   31   202    75
  228   274    55
   19   121    15
   41    58    16
   87   200    53
  168   180    81
  122   155    82
  191    68    54
  217   253    76
  180   148    18
  281   256    49
  161   191    72
  292    27    56
  160   243    21
  132    14    62
   93   280    42
  234   221    78
  157   284    46
  239    44    94
    3   164    98
   95    54    53
  147   116    20
   44   288    93
  148   299    15
  222   114    46
   92   106    54
  227   111    33
  297    45    45
  239    13    86
   88   155    29
  156   220    11
  246   183    46
  196   144    54
  109   187    48
   14   147    78
   77   274    75
  192    69    77
   68   173    17
  205     1    49
  172     3    67
  248   252    33
    3    54    67
  252   228    38
  255   255    19
  217   168    70
  266   244    59
   85   107    81
  178   111    83
  286    11    90
  224   272    22
  243   235    18
   31   122    82
  288   189    10
  153   112    56
   35    41    95
  137   169    34
    2   227    63
  198   241    12
   28   120    39
   53    65    12
  275   256    31
  141   204    80
   61    38     6
   57   177    52
   83    15    75
  281   180    20
    5   255    28
  132   220    45
  154   151    16
  257   104    44
  172   215     4
  273   191    39
  231   186    35
  155    82    33
  261   173    32
  223    40    52
  179   218   100
   80   241     2
   28   145    98
  288    90    29
  162   260    73
  142    58    67
  132   292     3
   41    46    38
   48    82    49
   53   272    73
    7   275    46
  291   257    15
  117   157    47
  262   208    70
  132   200    94
   23   186    74
  236   213    40
   47   297    26
  156   156    93
  142    27    74
  277   165    94
   86   100    29
   57     9    42
  193   214    12
  173    12    20
  185    47    91
  249    22    33
   11   248     2
  174   194    65
  191     6     5
  208   271    49
  117   110    62
  262   146    43
  111   133    23
  228   190    98
  121    38    56
   39   185    54
  203   257   100
  162   204     8
  270   289    20
  175    56    82
  246    96    23
   97   157    56
  147   100    49
   46   237    60
  299   271    28
  286   151    19
  192    14    36
  238    82    98
   83   142    68
  228   288    88
  194   256    99
  219    60    44
  272   109    50
  265   261    36
  294   119    42
  189   249     1
   14   154    21
  249   238    41
   81    65    69
   42    16     6
  140   281    43
  176   244    63
   90   208    18
  298   157    98
  138   225    84
  273    74    95
  214    97    43
  136   157     5
  202    85    41
  170    68    50
   18   165    43
  299   162    24
  201     5     9
  221   247    64
   86   291    25
  297   238     1
  167     1    22
  226    93    86
  203    34    70
   89    17    30
  277   295    97
  149   206    54
  138    19     6
   59   259    39
  202    60    41
   79    98   100
   16   289    99
  208   121    34
  191   162    43
  115   148    63
  299   199     9
   81   181    47
  233    71    23
  276    90    99
  174    97    74
    4    55    50
  109   274    79
   62    75     6
  187    82     3
  270   243    46
  264   158    18
   32    87     7
  118   183    19
  225   281    91
   81   235    34
  150    45    94
   20   283    23
  250   156    66
  263   294    69
    0     4    86
  191    14    54
  208   188    33
   89    12    11
  256    26    95
  121     5    10
  146    50    89
   79    48    72
  270   112    77
   91    24    58
  135   274     2
  294   287    54
   35     3    69
  195    10     2
  244   272    26
   58   153    71
   87    84    38
   89   172    67
  124    76    64
  259   276    25
  242    95    77
  282    26    20
  243    54    17
  236   257    74
  277    77     1
  109   283    77
   21   287    65
  169   273    95
   58   203    68
  174    22    44
  218    99    80
  131   193    27
  131   258    36
  154   275    11
  136   129    62
  114   148    76
  237    91    83
  105   299    87
  174   209    74
   81   271    71
  260   290    78
    2   246    67
  219   134    98
  179    42    19
  292   230    24
   66   165    43
  182   269    62
  158   210    92
   89    22    74
  176   169    69
    1   188    13
  126    43    16
   94    42    67
  132    57    51
  148    22    33
  116    85    39
  192    38    28
   95   219    43
  179   212    62
  278    70    85
    6   120     8
  136   178    49
  158    48    10
   92   170    28
   98    61    79
  144   116    97
  121   221    93
  170    31    53
  198    45    26
  137   175    59
    4    39    18
  254   292    66
   92   229     4
  253   189    53
  294    45    30
  133    21    54
  250    35    42
  151   163    70
  179    35    94
  181    89    11
  245   223    86
  158   193    21
   26    72    61
  160    71    45
  228   168    50
   35   136    15
  121    49    56
   79   179    32
  133   189    89
   48   139    41
  245   210    87
  190    92    42
  146    70    16
   20   290    96
   93   216    23
  294   216    69
   93    58    31
  147    40    25
  289    13    80
  178   128    61
  149    98     3
  263   246    46
  260    15    67
  144    49    91
    2   237    78
  228    87    73
  230   236    82
  113   238    20
  199    16    12
  138   181    52
  203   162     5
  191    27    54
  255    87     4
  272   295    63
  288   185    79
   35   169    44
  121    33    31
  161    48    95
   95   255    70
  286   217    78
   48   157    87
  131   140    24
  185   111    76
  267   189   100
  297   169    18
  113   136    41
  126   245    59
  227   272    17
  150   105    23
  262   250     2
  199   170    79
   50   210    86
   58   165    81
  136    14    45
   17   207     7
   80     8    59
  264   279    95
  215   242    23
  269   212    37
  145   265    67
  281    20    27
   14   197    37
   48   236    48
  166   275    27
  155   276    53
  118   107    72
  202   292    63
   51    49    66
  271   245    10
  135   193    90
   68   224     4
   67   156    69
  120   219    73
  169   236    46
  114   259    79
  288   131    84
  276   108     1
   21    36    45
  148   232    62
  181   237    91
  145    75    99
  283   112    53
   87   228    32
  257   125    45
  217   165     5
  299   275    91
  170   204    49
   36    21    99
  124   226    51
  192   163     7
   50   269    66
  202   243    57
  297   273    25
   43   288    87
   58   280    95
  133   215    44
  250   215    53
   64   188    75
   51   167     7
   39   299    84
  221    92    57
  279    42    13
  100   143    20
  199    28    71
   27    97    35
  286    58    36
  153    68    11
   12   186    98
    5   176    36
   36   224    90
  197   287    72
  141   203    88
  226   295    77
  232    89    99
  257    85    39
  213   206    20
  292   176    16
  205    10    65
   66   192    98
  282   182    33
   89    16    63
    9   239    41
   53   197    42
  219   150    82
   12    58    60
  103   212   100
  165    17    57
  155    81    68
  292    65    30
    3   297    57
   29    22    51
  171    23    72
  280   190    21
  248   103    96
  105   194    23
  214   208    44
  228   263    70
  218    39    50
   19   225    95
  260     3    71
   70   295    95
   91   176    14
  215   167    84
   65   260    98
  180    93    13
   69    90    35
  287    48    40
  273    37    69
  220   275    90
  220   189     9
   13   104    39
  231   155    83
    7   123    25
   17    46    13
  246    29    97
  253    60     9
   89    64    28
  218   149    27
  221   225    10
   91   206    34
  108   118    25
  226   260    88
  157   288    48
  127   134    24
  247   111    99
  290   113    98
  210   234    86
  145   232     9
  285    33   100
   57   274    43
  224   247    39
  183    40    78
   92   222    77
   53   158    36
  184    25    39
   52    25     8
   70   156    19
  247    48    40
  114    49    46
   97   174    10
  257    18    70
  135    95    90
  132   298    56
  275    32    14
   98    12    23
   39   273    90
  275   265    42
  262   211    10
   84   240    17
  141    23    70
  255   248   100
  201   281    21
   50   282    20
   87   170     3
  199   281    67
  240   215    92
  183   272    37
  267   118    29
  247   152    32
  215   193    93
  104   113     6
  119   101    43
   78   188    34
    6   114    28
  275   107    54
  267   269    34
  262   195    11
  194   172    88
  159   167    68
   95    61    44
  143   287    85
   38    50    98
  171    88    45
  177   156    41
   15    25    85
  173   243    79
  290   124    41
  170     9    60
  216   265    19
  197   182    38
   59   151    89
  268   187    44
  100   237    14
  179    11    55
  294    68    25
  242   256    97
  281   157     8
  155   186    29
   77   214     2
  126   107    42
   89   205    27
   61   257    54
  272   284    42
   46   101    65
  189   169    13
  243   211    12
  198   158    16
  161    44    80
  223   178     5
   57   118    83
  164   110    67
   24    58    48
  291   107    92
   70   201    10
  162   216    93
  201   140    73
  175   186    80
   76   156    33
  279    12     7
   14     7     9
  108   112    30
  196   243    82
   29    42    62
  138    37    95
   61   167    64
  246   266    66
  196   276    22
  288     4    92
  255   260    74
  100   244    40
  209   172    71
   64   200    27
  191   190    62
  265   100    73
  268   247    42
  244   101    42
  265   254    92
  129   198    18
  176   186    20
   60   178    41
  159   245    19
  290   280    74
  213   239    36
   50   142    82
   95   199    69
   61   159    73
  196   126    65
  234   283    77
   54    36    25
  251     6    47
  155   124    76
  223   171    47
   70    10    92
   80   221    31
   47   129    14
  247   175     9
  207   263    64
  231   295     8
    4   126    82
  104     0    54
  196    71    11
   96    26    46
  221   231    49
   40     4    81
  137   259    95
  293   119     5
  179   201    70
   23   104    30
  144    15     6
  127     1    25
  245   146    66
    4    42    94
  125   117    97
  223   220    90
  294   103    54
  287   247    67
    6   212    66
   41    41    28
  205   114    30
  282   135    66
   75   194    59
  101   139    21
  151    13    80
   82   228    96
  144    81    82
   36   239    26
   58    44    67
  255   236    69
  201    61    16
  110   160    29
  218    34    70
  271   199    17
  102    99    62
  196   220     6
    9    33    52
   98   116    78
   30   235    60
   41   195    93
   20   172    29
  196   170    69
  296    13    30
  240   156    95
  163   120    65
  127   154    20
  281    78    53
  228   114    59
  115   210    88
  112   290    75
   44    10    14
  133   296    20
   83   236    93
    6    27    74
  269    46    93
  282   114    79
    7    93    85
  248   132    35
  209   103    56
  118   289    74
  270   167    49
  107   256    74
   98   133   100
  274   255    25
    2   180    99
  175   107    10
  192     7    39
  100    55    12
  174   134    67
   73     4    86
  150   145    36
  212    36     7
  266   187    97
  156   130    21
  171   142    75
UNDIRECTED GRAPH      
NB_NODES                 300
NB_EDGES                 584
LIST_OF_EDGES 	 COSTS
    0     1    52
    1     2    30
    2     3    71
    3     4     1
    4     5    51
    5     6     6
    6     7     5
    7     8    90
    8     9    75
    9    10    76
   10    11    56
   11    12    74
   12    13    88
   13    14     5
   14    15    25
   15    16    65
   16    17    15
   17    18    39
   18    19    35
   19    20    89
   20    21    28
   21    22     3
   22    23    36
   23    24    33
   24    25    31
   25    26    13
   26    27     3
   27    28    32
   28    29    50
   29    30    93
   30    31    44
   31    32    65
   32    33    62
   33    34    91
   34    35    60
   35    36    73
   36    37    64
   37    38    86
   38    39     2
   39    40    12
   40    41    90
   41    42    52
   42    43    71
   43    44     2
   44    45    15
   45    46    30
   46    47    92
   47    48    66
   48    49    18
   49    50    97
   50    51    91
   51    52     7
   52    53    33
   53    54    76
   54    55    86
   55    56    86
   56    57    25
   57    58    96
   58    59    49
   59    60    29
   60    61    25
   61    62    75
   62    63    79
   63    64    30
   64    65    51
   65    66    30
   66    67    39
   67    68    33
   68    69     2
   69    70    66
   70    71    68
   71    72    31
   72    73    48
   73    74    45
   74    75    18
   75    76     1
   76    77    72
   77    78    59
   78    79    79
   79    80    35
   80    81    34
   81    82    93
   82    83    38
   83    84    70
   84    85    87
   85    86    41
   86    87    81
   87    88    55
   88    89    65
   89    90    61
   90    91    71
   91    92    44
   92    93    43
   93    94    14
   94    95    24
   95    96    23
   96    97     1
   97    98     8
   98    99    46
   99   100    50
  100   101    65
  101   102    82
  102   103    63
  103   104    69
  104   105    89
  105   106    50
  106   107    75
  107   108    15
  108   109    25
  109   110     4
  110   111    71
  111   112    74
  112   113    62
  113   114    91
  114   115    75
  115   116    53
  116   117    71
  117   118    40
  118   119     7
  119   120    66
  120   121    30
  121   122    42
  122   123    53
  123   124    48
  124   125    59
  125   126    34
  126   127   100
  127   128    58
  128   129    38
  129   130    37
  130   131    44
  131   132    50
  132   133    48
  133   134    38
  134   135    51
  135   136    28
  136   137    92
  137   138    77
  138   139    91
  139   140    95
  140   141    34
  141   142    64
  142   143    78
  143   144    46
  144   145    13
  145   146    61
  146   147    96
  147   148    56
  148   149    49
  149   150    95
  150   151    88
  151   152    57
  152   153    62
  153   154    74
  154   155    77
  155   156    28
  156   157    32
  157   158    37
  158   159    38
  159   160    99
  160   161     2
  161   162    74
  162   163    41
  163   164    37
  164   165    45
  165   166    43
  166   167    16
  167   168    73
  168   169    40
  169   170    24
  170   171    69
  171   172    53
  172   173    27
  173   174     2
  174   175    88
  175   176    89
  176   177    84
  177   178     5
  178   179    58
  179   180    66
  180   181    72
  181   182    58
  182   183    95
  183   184    57
  184   185    37
  185   186    30
  186   187    13
  187   188    51
  188   189    90
  189   190    13
  190   191     3
  191   192    64
  192   193    62
  193   194    53
  194   195    56
  195   196    87
  196   197    93
  197   198    31
  198   199    51
  199   200    47
  200   201    62
  201   202    54
  202   203    53
  203   204    17
  204   205    31
  205   206    85
  206   207    11
  207   208    87
  208   209    39
  209   210    89
  210   211    78
  211   212    79
  212   213     5
  213   214    43
  214   215   100
  215   216    36
  216   217    92
  217   218    35
  218   219    62
  219   220    75
  220   221    79
  221   222    20
  222   223    68
  223   224    60
  224   225    18
  225   226    28
  226   227    40
  227   228    74
  228   229    27
  229   230    16
  230   231    70
  231   232    67
  232   233     7
  233   234     6
  234   235    57
  235   236    89
  236   237    10
  237   238    85
  238   239    93
  239   240    31
  240   241    10
  241   242    45
  242   243    80
  243   244    88
  244   245    63
  245   246    50
  246   247    33
  247   248    64
  248   249    50
  249   250    24
  250   251    56
  251   252    76
  252   253    48
  253   254     3
  254   255    87
  255   256    52
  256   257    94
  257   258     4
  258   259    56
  259   260    53
  260   261    75
  261   262    26
  262   263     9
  263   264    72
  264   265    11
  265   266    30
  266   267     8
  267   268    52
  268   269    51
  269   270    42
  270   271    63
  271   272    47
  272   273     2
  273   274    29
  274   275    34
  275   276    53
  276   277    24
  277   278    20
  278   279    82
  279   280    24
  280   281    61
  281   282    73
  282   283    70
  283   284    98
  284   285    25
  285   286    67
  286   287    32
  287   288    16
  288   289    74
  289   290    44
  290   291    85
  291   292    91
  292   293    57
  293   294    18
  294   295    61
  295   296    37
  296   297    92
  297   298    81
  298   299    50
  164   260    79
  268   160    99
  177   297    86
  253   244    30
   77   111    45
  292   169    78
  136   105    24
  163    74    30
   32     7    47
  139   166     2
  254   117    86
  275   234    44
  250   171    41
  260   271    87
   43   244    52
  152   141    14
  228   142    14
  183   284    59
  207   120    29
  264     8    95
  166   131    11
   84    53    40
  232   227    90
   32   253    68
    1   168    54
  273   123    28
  243   149    50
   20     5    15
  106     9     1
  225   132    19
   70    21    82
  274   217    57
   22   187    53
  253    99    78
  254   163    85
   86   298    64
   24    28    96
   20   256    23
   69   284    18
  188   188     9
  155    32    80
  185   248    32
   73   253    57
  156   284    59
  213   116    28
  198   288    62
   17   226    21
   49   176     2
  101   238    69
  144   223    58
   67    78    80
  111    55    61
   60   210    63
    8    93    32
  250    42    81
   80   104    56
  200   214    16
   13   279    97
  136   254    29
    6   181    25
  170    23    77
  290    15    87
   79   296    55
   11   189    24
   43    40    81
  102   199     4
   43    89    87
  204   127    16
  201   184    11
  256   178    44
  198    78    38
  268   172    80
  134   174    29
   79   177    40
  156    90    57
  102    25    14
  181   283    38
   88   172    82
  214   198    74
  180   275     9
   39    86    25
  216    30    67
  100   183    88
   84   294     8
  218   226    66
  128    18    16
    5    54    46
  123   230    47
  171    72    39
  111   278    40
   70   293    63
  251   107    87
   67   101    13
  244   257    80
  184    59    97
  260    51    54
  162    84    32
  200    43     5
   27   288     7
  239   180     3
  162   126    56
  112    43    56
   71   170    88
   27    69    34
  190   238    20
  124   144    45
  235    58    27
   65   108    38
  254   266    36
  118    83    62
  207   181    15
  243   253    35
  170   123    11
  117   205    20
  179   166    18
   93    85     5
   90   216    12
  157   202    83
   59   125    63
  222    45    97
   29   234    13
  219   242     9
  191   108    39
  174   171    47
  133    46    39
  105   245     5
  202   112    20
  131    44    40
  113   282    91
   95   142    44
   67   279     9
  223    65     4
   73   254    87
  121   135    44
   84   219    50
   85   221    60
   64   239    12
   22   214    12
   17   184    59
  223   165    88
  249   240    76
  179   270    85
   88   152    99
   61     2    75
  295   274     3
  128   112    28
  105    53    67
  265   205    74
  133    46    69
  165   225    26
   52   101    33
  173    97    25
  241   146    88
   18     2    83
  141   199    25
   49   277    28
  121   157    15
  282    33    23
  208    53    27
  242    68    83
   21    51    52
   84    50    20
  296   104    47
   12    91    97
   93   140    29
  244   273    79
  168   163    31
  176    90    93
  200   282    45
   20   266    89
  245   289    39
   11   160    50
  285   210    93
  249    45    15
   15   218    52
  244   265    53
  257   276    97
   42   176    59
  293   158    96
  215     5    97
   32    79    28
  223   264    48
  225   275    33
   61   121    17
  296   289    24
   52   295    71
  293   160    29
  214   146     8
  140   273    94
  196    80    55
   77   105    62
   33   159    19
  271     4    48
  242   165    66
  156    57    10
  128   152    39
   88   132    70
  218   169    32
    6   101    11
  266   154    39
  257   234    87
   71   101    11
  295   164    90
  277   115    52
   67   209    25
  100   183    33
  111    77    45
  295   138    72
  246    23    41
  262    22    14
   51   190    51
  169   257    22
  173   130    76
  240   285    93
  203   175     5
    4   269    46
  141   185    22
   38   125    97
   59   138    95
  298     5    21
  200   233    48
  289   176     6
  289    70    35
  274   228     9
   52   182     5
   29    28    81
   44   217     8
   93   127    54
   38    36    46
  185   201    99
  190   194    41
  188    65    80
  232   252    16
  259   144    63
   26    12    20
  273    66    45
