NB_GRAPHS                 10
UNDIRECTED GRAPH      
NB_NODES                 600
NB_EDGES                2875
LIST_OF_EDGES 	 COSTS
  507   508    12
  508   509    38
  509   510    65
  510   511    23
  511   512    22
  512   513    25
  513   514    51
  514   515    79
  515   516    65
  516   517    39
  517   518    71
  518   519    12
  519   520    19
  520   521    37
  521   522    64
  522   523    34
  523   524    39
  524   525    59
  525   526     8
  526   527    31
  527   528    86
  528   529    76
  529   530     4
  530   531     1
  531   532     4
  532   533    19
  533   534    71
  534   535    80
  535   536    57
  536   537    84
  537   538    93
  538   539    29
  539   540    97
  540   541    64
  541   542    46
  542   543    46
  543   544    92
  544   545    55
  545   546    31
  546   547    90
  547   548    56
  548   549     1
  549   550    22
  550   551    62
  551   552    36
  552   553    29
  553   554    70
  554   555    14
  555   556    22
  556   557    76
  557   558    65
  558   559    27
  559   560    93
  560   561    57
  561   562    97
  562   563    82
  563   564    13
  564   565    40
  565   566    14
  566   567    96
  567   568    86
  568   569    48
  569   570    41
  570   571    16
  571   572    26
  572   573    79
  573   574    93
  574   575    61
  575   576     3
  576   577    86
  577   578    40
  578   579     1
  579   580    13
  580   581    28
  581   582    89
  582   583     9
  583   584    56
  584   585    13
  585   586    82
  586   587    46
  587   588    66
  588   589    71
  589   590    89
  590   591    12
  591   592    90
  592   593    16
  593   594    84
  594   595    93
  595   596    63
  596   597    55
  597   598    16
  598   599     8
  477   286    75
  416    88    56
  219   583     2
  445   143    79
  428    83   100
    7   179    87
   18   435    47
  550   111    73
  113   459    59
  144   596    77
  190   197    48
  450   292    18
  262   597    77
  258   469    42
  437   129    96
  333   430     8
  446   379    58
  532   251    56
   59   299    78
   89   341    13
  361   310     9
  114   430    43
  125   551    43
  342   463    63
  517   571    12
  584   590    70
  227   258     2
  123   355    21
  232   298    66
  394   159    64
  381   198    45
   16   254    33
   15   384    66
  501   132    62
  417   547    26
  317     4    81
    4   233    18
  590   252    77
  344   163    87
   27     2    68
  270    58    10
  420    50     2
  565   539    48
  579   502    95
  276    15    69
  346   133    86
  515   527    57
  392    89    58
   49   580    59
  438   381    81
   93    64    54
  279   506    58
  116    23    74
  161   119    91
  103   390    94
   55   595     8
  285   579    69
  135   290    47
  110   457    58
  526   350    86
  383   547    68
  474   149    24
  406   246    65
  467   250     6
  568   586    85
   11     2    12
  460   206    33
   84   592    96
  176   384    69
  246   519    51
    8   509     8
  118   474    83
  231   447    97
  311   484    73
  201   329   100
  192   594    23
   86   322    25
  295   114     2
  243   464    41
   88   439    99
  573     5    97
  246   473    49
   51   463    63
   52    76    39
  414   203    70
  372    44    74
  323   159    23
  477   175    62
  522   595    65
  546   124    40
  486   105    74
   16   166    93
  114   315    27
  491   141    77
  348   419    57
  125   298    20
    6   239    30
  557   238    58
  269   592    25
  229   481    93
  150   579    23
  376    69    28
  301    59    29
  136    66    22
   92   288    62
   13   408    70
  150    41    95
  548    62    15
  539   388    20
  183   532    92
  370   343    99
  586    47    12
  250   388    46
  248    40    58
  360   516    94
  390   162    73
  531   428    28
  280   275    35
  188   381    95
  433   502    78
  142   277    87
  419   212    41
   10   476    71
  241   179     5
  454    91    18
  225   599    46
  231   525    40
  511   118    83
   76   106    79
   93   552    23
  171   574    42
  352   389    60
  463   260    77
  101   440    23
  224   535    67
  418   255    93
  229   374    74
  495    86    69
  144   481    19
  342   466    42
  248   467    14
  258   100    15
  202   224    55
  199   542     9
  485   230    64
  329   547    36
  185   388    70
  151   236    19
  568    79    79
  423   216    11
  410    90    48
  180   289    23
  187   299    97
  431   143    56
  297   570    10
  553    11     7
  395   390    90
  370   303    88
  290   159    76
  201   134    76
  214   368     4
  372   176    83
  568    11    92
   50     6    58
  588   139     6
  151   495    21
  476   129    73
  576   319    62
   11    24    94
   39   131    28
  368   315    58
   80   323    92
  102   221    46
  308   369    92
  428   176    69
   80   484    39
  347   581    96
  472   514    27
  528   432    87
  160     9    96
  493   187    66
   51   270    13
  487    73    70
  496   192    65
  269   232    31
  518   512    25
   57   522    84
   25   341    50
  230    68    51
   17   529    25
  521   285    78
  185   359    24
  533    76    28
   12   359    58
  416   131    18
  347   299     3
  447   415    63
    1   527    19
  557   163    42
  450   365    70
  319   411    15
  227    60     9
  557    18    62
  202   550    50
  534    93    39
   19   548    28
  247   381    28
  240   208    17
  146   501    77
  410   551    59
  562   456    92
  408   155     8
  575   199    61
  139   195    79
  156   140    77
  534   509     7
  479   472    31
  243   337    28
  146   500    82
  130   110    81
  514   175    15
  230   552    14
  392    35    32
  276    63    20
  250     1    31
  120   239    66
  558   302    87
   17   474    26
   85   578    82
  278   472    75
  171   291    17
  435   205    83
  300   132    63
  334   253    18
   71   545    84
   57   210    71
  175   113    19
  353   444    59
  410   479     5
  391   435     1
  470   594    70
  518   405    42
  567    47    62
  172   150     2
  413    81    45
  293   520    59
  358    51    94
   29   446    16
  199   472   100
  264   321    69
  501   486    78
  412   361     1
  256   341     5
   94   371    42
  429   355    90
  286   228    66
  280   210    94
   15   595    41
  569   515    96
  540   347    91
  480   527    56
  447   415    76
  149   362    80
  444    38     4
  115   244    49
   36   463    59
   98   129    96
   29   262    93
  151   540    95
  142   245    16
  300   201    67
   26   114    32
  465    42    88
  187   117    24
  229   102    41
  183   535     2
    5   530    32
  422    60    90
   46   533     2
  415   360    92
   51   484    77
  135   215    22
   98   211    44
  158   118    84
  112   409    75
  440   439    83
  285   116   100
  599   503    72
  501   247    78
  227   106    49
  328     9    21
  280   575   100
  214   334    64
  344   229    10
  506    88    56
  195   193     6
  124   481    77
  376   419    81
   14   524    41
   59   524    76
  181   548    36
  395   296    60
  122   450    85
  463    58    40
  354   235    17
  568   339    51
  189   106    60
  547   173    86
   80   475    56
  257   102    84
  243   368    28
  465   155    90
   45   314    65
  361   170    83
  584    39    94
  486   396    81
  488   286    52
  460   185    70
  290   322    38
  582   452    43
  306   486     5
  420    60    38
  545   109    87
  110   307    13
  233   180    82
  483   248     4
  430    56    98
  387   426     6
   24   589    67
  302   352    69
  596   538    54
   70   274    32
   74   267    67
  283   432     9
  536   199    24
  459   597    40
   14    92    38
   22   280    52
  541   150    99
  422   200    84
  261   187    30
  426   486    47
  259   100    72
  293   431    26
   90   597    87
    4   209    13
  152   523    34
  191   571    86
  329   431    34
  432   485    61
  180   391    32
  470    70    15
  297   425    20
  216   497     8
  590   436    91
  409   454    54
  108    21    97
  582   408    11
  202   397    31
   45   329    14
   61    58    74
  420   522    33
  371    78    98
  139   295    70
  596    66    46
  569    66    50
  325   130     3
  257   485    95
  197   407    99
  503   511    48
  522   414    53
  587   482    98
  465    74    74
  157   439    57
  257   557    11
  249    39    53
  432    76    12
   66    86    61
  592   256    99
  214   533    16
  386   318    47
   35   437    40
  464   346    10
  176   409    77
  278   363    65
  523    75    20
  415   492    16
  295   332    17
   19    16    39
  271   276    55
  119   530    97
  427   445    88
   20   147     6
   75    37    10
  171    46    72
  169   544    78
  415   146    94
  432   538    93
  493   223    96
  184   574    33
  398   492    38
  173   568    90
  487   170    57
  521   592    55
    3   463    30
  496   239    27
  532    10    69
  560   368    66
  426   140    19
   62   405    75
  457   549    55
   39   243    15
   82   117    16
  174   400    53
  337   361    81
  245   311    82
  382   137    54
  435   507    76
  361   297    18
  563   513    49
  323   382    72
  584    55    56
  321   487    21
  264    29    62
  187   560    42
  469   442    78
  314   568    46
  478    89    94
    6   328    98
  190   109    53
  295   233    20
   88   576    93
  297   598    15
  444   228    46
  184   213    54
  454   222    33
  594    91    45
  479    26    86
  176   310    29
  313   441    11
  492   367    46
  392   288    54
  218   374    48
   28   294    78
  154   548    75
  384   138    77
  136   346    17
  410     2    49
  344     6    67
  497   505    33
    7   109    67
  505   457    38
  511   511    19
  434   337    70
  533   489    59
  171   215    81
  356   222    83
  573    23    90
  448   545    22
  487   470    18
   62   245    82
  576   379    10
  307   224    56
   71    82    95
  274   338    34
    5   455    63
  396   482    12
   56   241    39
  106   130    12
  551   513    31
  283   409    80
  123    76     6
  114   354    52
  167    31    75
  563   361    20
   10   510    28
  264   440    45
  309   303    16
  514   209    44
  345   430     4
  547   383    39
  463   372    35
  310   165    33
  522   347    32
  446    80    52
  359   436   100
  161   482     2
   57   290    98
  577   181    29
  324   521    73
  284   117    67
  265   585     3
   83    92    38
   96   164    49
  106   544    73
   14   550    46
  582   514    15
  235   314    47
  524   417    70
  265   401    94
   46   373    74
  472   427    40
   95   595    26
  312   313    93
  285    55    74
  555   330    94
  173   201    29
  114    18    42
  387   429    12
  347    24    20
  371    95    91
  498    44    33
   22   496     2
  348   389    65
  383    13     5
  417   543    49
  234   220    62
  524   292    43
  223   266    23
  456   380    98
  243    77    56
   78   370    54
  406   514   100
  324   408     8
  540   578    20
  351   113    82
  493   193    23
  194   314    56
  295   200    49
   93   475    60
  599   542    28
  572   302    19
  385    29    36
  477   165    98
  166   284    68
  456   577    88
  389   513    99
  438   121    44
  545   219    50
  530   522    36
  589   238    42
  379   499     1
   29   309    21
  498   477    41
  162   130    69
   84    32     6
  281   562    43
  353   488    63
  181   416    18
  596   315    98
  277   450    84
  547   149    95
  428   194    43
  273   315     5
  405   171    41
  340   137    50
   36   331    43
  598   325    24
  403    11     9
  442   495    64
  172   583    25
  595   477     1
  334     2    22
  452   187    86
  406    69    70
  179    35    30
  555   591    97
  298   412    54
  276    39     6
  118   519    39
  405   121    41
  159   197   100
   32   578    99
  417   243    34
  382   325    43
  231   296    63
  598   398     9
  163   363    47
  466   142    23
  552   181    99
  348   195    74
    8   111    50
  218   548    79
  125   150     6
  375   165     3
  540   487    46
  529   317    18
   64   174     7
  237   366    19
  451   562    91
  163   470    34
  301    91    94
   40   567    23
  500   312    66
  527   589    69
    1     8    86
  382    29    54
  417   376    33
  178    24    11
  512    52    95
  242    11    10
  292   100    89
  158    96    72
  540   225    77
  182    49    58
  270   549     2
  588   574    54
   71     7    69
  390    20     2
  489   544    26
  116   307    71
  175   168    38
  179   344    67
  248   153    64
  519   552    25
  484   190    77
  564    52    20
  486   109    17
  472   514    74
  554   154     1
  219   566    77
   43   575    65
  338   547    95
  117   406    68
  349    44    44
  436   199    80
  262   387    27
  262   516    36
  308   550    11
  272   258    62
  228   296    76
  474   183    83
  210   599    87
  348   419    74
  162   543    71
  521   580    78
    5   493    67
  438   268    98
  359    84    19
  585   460    24
  133   331    43
  365   539    62
  317   420    92
  178    44    74
  352   338    69
    2   376    13
  252    86    16
  188    84    67
  265   114    51
  296    44    33
  233   170    39
  385    77    28
  191   439    43
  358   424    62
  556   140    85
   13   240     8
  273   356    49
  316    97    10
  184   341    28
  196   123    79
  289   232    97
  243   443    93
  340    63    53
  396    90    26
  274   351    59
    9    79    18
  508   585    66
  184   458     4
  506   378    53
  589    91    30
  266    42    54
  500    71    42
  303   326    70
  359    70    94
  362   178    11
  490   446    86
  316   387    21
   52   145    61
  320   142    45
  456   336    50
   71   272    15
  243    98    56
  159   359    32
  266   379    89
   97   278    41
  490   421    87
  380   185    42
  293   140    16
   41   581    96
  187   432    23
  588   432    69
  186   117    31
  294    80    25
  578    27    80
  356   256    61
  298   196     3
  526   493    46
  520    31    67
  288    98    91
    4   475    78
  457   174    73
  461   472    82
  226   476    20
  398    33    12
  277   363    52
  406   324     5
  382    54    54
  511   174     4
  545   590    63
  577   370    79
   70   339    44
  242    67    31
  322    96    95
  191   510    70
  572   434    78
   96   315    87
  262   280    24
  371   223    76
  534   379   100
  595   338    18
  226   273    41
  252   491    59
  454   544    17
  301   211    23
  525   500     2
  398   340    79
  101   421    86
  117   331    81
  273    29    45
   35   415     7
  160    17    59
  528   558    95
  430   485    23
  539   425    37
  291   530    67
  563    41    27
   29   395    37
   96   472    48
  332   551    27
  310   552    53
  237   214    72
  404   584    63
  102    98    66
  542   490    10
  270   386    90
  136   449     4
  134   312    69
  241   438    73
  338   473    46
  229   519    79
  576   263    84
  553   216     1
   42    73    45
  297   464    62
  363   475    91
  291   151    99
  567   224    53
  175   457    32
  514   250    45
  434   331     5
  599   550    91
  341   409    49
   72    43    99
  248   453    51
  385   327     7
  100   539    66
  405   487    57
  595   547    25
   87   576    87
  116   561    95
  267   431    44
  500   431    53
  129   377    75
  102   334     7
   79   598    84
  443   185    57
  559    85    13
  200   286    20
  398    56    71
   54   194    35
  572   117    36
  306   136    11
   24   373    98
   11   352    36
   72   449    90
  394   575    72
  282   407    88
  452   591    77
  465   179    99
  514   171    39
  427   412    20
  584   353    16
  411    21    65
  132   384    98
  564   365    33
  178    32    63
   18   478    41
  107   395    42
  438   300    82
   25   116    60
  207   425   100
  330    35    57
  311   162    68
  585   130    30
    7   595    57
   58    45    51
  343    46    72
  561   381    21
  497   207    96
  210   389    23
  429   417    44
  456   526    70
  436    79    50
   38   451    95
  520     7    71
  140   591    95
  183   353    14
  430   335    84
  130   520    98
  361   187    13
  138   181    35
  575    96    40
  546    75    69
  440   551    90
  441   378     9
   27   208    39
  463   310    83
   15   247    25
   35    93    13
  492    58    97
  507   120     9
  178   129    28
  436   299    27
  442   450    10
  183   413    34
  217   236    25
  453   521    88
  315   577    48
  255   269    24
  494   222    99
  581   226    98
  420   469    86
  290   464     9
  570    67   100
  114   548    43
  449   495    39
  367    81    78
  184   445    77
  107   317    36
  368    51    39
  104    50     8
  141   312    19
  495    97    40
  229    98    46
  194   349    10
  515    37    70
  270   190    90
  265   596    56
  550    64    14
  197    25    23
   78   546    90
  550   530    42
  524   423    10
  169   480    17
  282    47    70
  510   497   100
  402   563    21
  100   565    20
  174   341     3
  398   563    67
  481   431    92
  367   544    37
  534   236    29
  495   305    32
  430   386    93
  209   227     6
  238   203    43
  156   377    34
   12   228    28
  551   215    54
  534   539    34
  524   390    11
  389   345    88
  318   334    68
  191   122    44
  287   574    85
   77   100    98
  343   177    45
  355   312    41
   30    50    85
  346   487    79
  581   248    41
  341    19    60
  433   531    19
  395   364    38
  118   303    89
  537   375    44
  201   474    14
  359    23    55
  588   137    25
  485   513    97
  562   315     8
  310   372    29
  154   429     2
  252   214    42
  178   411    27
  122   515    54
  544   569    42
   93   202    65
  379   338    13
  486   423    12
  396   316    16
  322    89    80
  447   357     5
  114   236    83
  329   220    67
   48   117    48
  582   215    92
  141   403    10
  324   433    93
  403   280    73
  350   372    80
  152   313    33
  558    25     7
   28    14     9
  217   224    30
  393   486    82
   59    84    62
  276    74    95
  122   335    64
  493   533    66
  392   552    22
  576     8    92
  510   520    74
  200   489    40
  418   345    71
  128   401    27
  382   381    62
  531   200    73
  537   495    42
  489   202    42
  530   509    92
  259   396    18
  352   372    20
  120   357    41
  318   491    19
  581   561    74
  427   478    36
  101   284    82
  191   399    69
  123   319    73
  393   253    65
  469   566    77
  108    73    25
  503    13    47
  311   248    76
  446   342    47
  141    20    92
  161   443    31
   95   258    14
  495   351     9
  414   527    64
  462   591     8
    9   252    82
  208     1    54
  392   142    11
  193    53    46
  443   463    49
   81     9    81
  274   518    95
  587   238     5
  358   402    70
   46   208    30
  288    30     6
  254     2    25
  490   292    66
    8    84    94
  251   235    97
  446   440    90
  589   206    54
  575   495    67
   13   424    66
   83    83    28
  411   229    30
  564   271    66
  150   388    59
  202   278    21
  303    27    80
  164   456    96
  289   162    82
   73   478    26
  116    89    67
  510   473    69
  402   122    16
  220   320    29
  437    69    70
  542   399    17
  204   198    62
  393   440     6
   18    66    52
  197   233    78
   60   471    60
   82   391    93
   41   345    29
  393   340    69
  592    27    30
  480   312    95
  327   240    65
  255   308    20
  562   156    53
  457   229    59
  231   420    88
  224   581    75
   88    20    14
  266   593    20
  167   473    93
   12    54    74
  538    93    93
  565   229    79
   14   187    85
  496   264    35
  419   207    56
  236   579    74
  540   335    49
  214   512    74
  196   266   100
  549   510    25
    5   361    99
  351   215    10
  385    14    39
  200   110    12
  348   268    67
  146     9    86
  301   291    36
  425    72     7
  533   374    97
  313   260    21
  343   285    75
   63   309    30
  424     0    51
   35    29    90
  444   453    56
  443   526     5
  148   387    15
  230   204    89
  164    17    36
  196   184    13
   13   189    50
  557   258    65
  367   542    60
  436   382    86
   11    70    90
  311   423     2
   85   174    92
  390   102    97
  543    36    33
  452   512    86
  149   573    49
  170   148    75
  471   174    51
  177   229    33
    8   390    68
  180   282    45
  104     5    72
  352   473    35
  199   555    38
  419   518    41
  480   326    65
  363   420    44
  256    80    24
  133     4     8
  272   298    65
  486   377    69
  533   297    75
   89   145     4
  422   439    62
  541   447    53
  420   235     7
  395   174    42
  315   282    59
  200   598    58
  226   217    44
  298   283    38
  303   165    92
  457   543    95
  203   380    78
  270    72    61
  570   330    49
  567   526    57
  369   438    77
  163   186    37
  223   590     2
  442   243    37
  266   252    16
  432   239    24
  410   312    27
    9   527    89
  500    27    58
  395   430    58
  569   336    37
  174    73    51
  535    74     3
  378   366    53
  333   520    93
  183   301    47
  366   318    53
   96   181    85
   60   518    39
  532   466    79
   28   256   100
  212   549    35
  371   446    79
  115   404    60
  104   166    40
  442   160    16
  416   399     7
   34   339    89
   58   504    93
  185    57    45
  474   524    63
  294   195    64
  294   140    56
  454   286     3
  520   308    94
   23   334    53
  444   155     9
  426    63    30
   44   311    51
  250   373    47
    8   173    34
  314   140    20
  489   138    61
  434   419    98
  144   401    32
   94   443    44
  507   542    57
  105   364    37
  548   484    50
  328   521    79
  537   320    99
  355   594    86
  506   489    30
  155   222    45
  585   339    78
  273   210    24
  326   149    30
   64    14    47
  279   332     2
  509   234    86
  551   468    44
  500   343    41
  521   542    87
   87   488    52
  305   283    14
  457   284    14
  367   569    59
  415   240    29
  529    16    95
  333   263    11
  169   106    40
  465   454    90
   64   506    68
    3   337    54
  546   247    28
  487   299    50
   40    11    15
  212    18     1
  450   264    19
  140    42    82
  549   435    57
   44   375    53
  506   198    78
  509   327    85
  172   597    64
   48    56    96
   41   513    23
  138   568    18
  376   377     9
  310    64    80
  371   496    32
  147   507    57
  312   568    59
  427   232    28
  396   576    62
   34   452    21
   98   353     2
  202   476    69
  289   446    58
  135   157    80
  223   111    61
  120   421    63
   16   186    32
  501    84    81
  161   209    56
  400   429    16
   26   559    97
  272   508    29
   12   362    25
  340    47    77
  580    30    87
  159   592    55
   22   379    24
   87    80    81
  205   398     4
   87   178    87
  408   254    16
  403   369    11
  512   357    44
  396   157    38
  536   344    80
  269   349    29
  159   355    40
  313   181    57
  204    50    14
  362   567    38
  176   345    82
  428   396    74
  360   551     9
   79   172    25
  433    61    67
  201   367    88
  169   588     8
  437   452    66
  256    37    16
   10   108    46
  247   461    47
  343   144    39
  222   557    40
  141   586    63
  503   214    87
  135   203    13
  488   515    80
  369   119    97
  521   103    54
  324   169    32
  401    86     5
   55   576     7
  479   360     3
  325   252    56
  224    86    56
  143   341    88
   55   138    34
  380   476    20
  248   289    45
  470   117    27
  130   216    38
  509   533    36
  236   167    62
  414   362    15
  486   507    35
  341   246    11
  235   410    20
  359   333    18
  186   171     5
  181   433    12
  315   405    83
  118   250    63
  445    91    97
   58   469    13
  438   484     9
  382   216    39
  348   342    47
  267    93    39
  211   490     5
  405   225    20
  263    88    40
  227   565    91
  191   285    44
  135   558     9
  447   131     4
  146   509    87
  243   270    44
  168   438    50
  170   443    60
  129   479    12
   44   429    12
   35   369    59
  446   331    88
  498   481    76
  359   541    85
  176   305    99
  123     5    75
  591   549     3
  257   224    28
  210   107    67
  530   411    74
  267    93    69
  331   451    26
  104   202    33
  346   194    25
  483   293    88
   36     4    83
  283   399    25
   99   555    28
  242   315    15
  565    67    23
  416   107    27
  485   136    83
   42   103    52
  169   101    20
  592   208    47
   24   183    97
  186   281    29
  488   546    79
  337   327    31
  353   181    93
  400   564    45
   41   532    89
  490   579    39
   22   320    50
  570   420    93
  498    90    15
   31   437    52
  489   530    53
  515   553    97
   85   352    59
  587   317    96
  430    10    97
   65   158    28
  447   529    48
  450   551    33
  122   243    17
  592   579    24
  104   591    71
  586   320    29
  428   293     8
  280   546    94
  393   160    55
  154   211    62
   66   319    19
  543     9    48
  485   331    66
  312   115    10
  257   304    39
  176   265    70
  437   339    32
   13   202    11
  532   308    39
  515   469    87
  143   202    11
  591   328    90
  554   230    52
  135   418    25
  201   367    33
  223   155    45
  590   277    72
  493    46    41
  525    44    14
  103   380    51
  339   514    22
  347   261    76
  481   571    93
  406   351     5
    8   538    46
  282   371    22
   76   250    97
  118   277    95
  597    10    21
  400   466    48
  578   352     6
  579   141    35
  549   457     9
  104   364     5
   59    56    81
   88   434     8
  187   254    54
   77    73    46
  370   403    99
  380   388    41
  377   131    80
  465   505    16
  518   288    63
   53    24    20
  547   133    45
  485    84    29
  225   319    37
  178     3    69
  550   396    25
  591   257    83
  258   578     8
  107   330    11
