NB_GRAPHS                 10
UNDIRECTED GRAPH      
NB_NODES                 400
NB_EDGES                1916
LIST_OF_EDGES 	 COSTS
   33     7    95
  359   188    97
  335   376    47
   10   274    58
   88   340    86
  351   225    66
   59   229     9
  387   232    74
  254   322    16
   42   215    47
  337   228    20
   15   295    27
   79   362    18
  260   373    10
  396    30    48
  386   275    23
  193   186    19
  304   231    88
  233   343    64
  365   270    80
   99    94    68
  164   256    78
  167    23    95
  390   337     2
    1    47    77
  137   128    15
  395   382    30
  256   272    42
  346   200     2
  339    28    20
  316   329    39
  298   385    52
  322   289    34
  219   397    33
  396    90    15
  215    96    50
   76     6    41
  309   163    15
  292   394    96
    3   384    42
  315   195     9
  309   249     9
   50   155    70
  135   277    63
   29   294    54
  106    90    80
  116   247    88
  397   258    92
   82   157    82
   70   295     3
  110   370    20
  210   106    82
   94   305    59
  279   225    21
  199    79     2
  159   117    93
  159   230    45
  395    99    39
  321   371    26
  386    90    63
   46   110    51
   39   115    23
   44    87    16
  192   245     3
  272   277    26
   27   377    92
   41    56    90
  259    78    31
  354   366    62
  229   393    98
   31    45    42
  259   182    42
   26   229    61
  344   373    66
  108   290    89
  285   109    47
  183   138    32
  254   378    73
  334   309    24
  185   345    70
  141   161     2
  317   282    41
  119    17    76
   60    69    38
  399   181    39
  350   156    86
   78   330    13
   70   314    16
  368    90    29
  383   164    59
  259   236    78
  173   306    17
  293    90    38
  357   267    70
  170   369    39
  249   292    83
   57   273    25
  320    72    58
  310   164    42
  311    52    44
   66    56    34
  149   219    34
  361    33    81
  153   252    55
  364   143    31
  258   279    26
  157    75    95
   52   314    71
  144    43    69
   60   191    31
  193    91    32
  199   387    72
   95   220    50
  380    39    93
    7    24    66
  260   356    62
  202   348    49
  106   301    34
   89   302    36
  245    12    63
  117   330    95
    7   367     9
    4   229    99
   92    22    26
  330    82    80
   86   291    97
  212   247     2
   16   375     7
   87   109    62
  210   228    14
  215   364    18
  147   180    52
  246   366    72
  117   274    14
  323   153    58
  387   381    79
  343   107    89
  288   344    27
    6   383    83
  125   263     9
  180    51    82
   48   277    83
  128   256    45
  155   120    87
  341    98    10
  348   334     5
  227   196    39
   45   200     3
  353    96    87
  190   310    31
  239    94    89
   51   109     3
  239   228    70
   87    68    58
  199    11    75
  277   251     1
  351    73    93
  108   166    76
  243   276    54
  274    58    38
   40    35    93
   12   247    34
  367   197    90
   62   152     4
  365   109    42
  254   108    41
  139    64    25
  334   304    69
  367   232    94
  304   367    69
  103    31    96
  133   240    24
  130   313    27
   93   306    90
  339    27    80
  315   121    41
  225   110    25
  333   327    22
   73   321    86
  116    56    39
  368    54    66
   23   127    47
   42    79    42
    0   122    21
  159   261    94
  201   344     3
  316   101    15
  385   326    47
  315   298    29
  194    65    73
  137   328    51
   88   250    56
  169    69    12
  363   333    10
  140   283    30
   75    74    59
  296   235    69
  319    18    66
  290     1    79
  396   277    87
  270   167    95
   31   247    29
  100     5    69
   54   178    49
  347   232    60
   34   375     5
  297    63    34
  314   399    45
  214   275    84
  324   308    69
  241     0    43
  227    18    16
  247   164    72
  236   357    48
  152   260    47
  140   373     3
  396   161    95
  343   380    91
  231   363    81
  351   220    75
  276   303    25
  241   319    75
   25    12    20
  162   195     7
  308   233    17
   86   382     5
  174   369    26
  360   377    24
  163    60    51
  134   264     5
   76   126    78
   28   348    32
   78    95    39
   68   163    31
  356     6     1
  353   127    71
   40   358     8
  355     5    70
  240   367     9
  323   307    23
  143    85    17
  140   172    27
   78   333    19
  272   298    74
  292   330    48
   77   397   100
  335   287    84
  165   311    38
   71   193    55
    6    81    47
  383   399    36
  222   252    58
  152    36    85
   58   221    33
  129    21    21
  320   306    63
  279   321     3
  349   163    10
  349   302    31
  365   142    66
  197   238    21
  300   337    78
   38   158    60
  157    64    95
  226   200    32
   70   237    92
  115   340    14
  317   220    43
   68   335    41
  245   111    78
  103   357     8
  209   256    61
  113   330    98
   26   372    82
  264   321    82
  190   206    77
  123   279    49
  215   148    98
  301   168    52
  324    17    71
   40   150    91
   73   346    19
  204    51    39
  120   325    81
  165    12    72
   37   389    65
  284    23     5
  393   267    51
  235   275   100
  359   212    12
  183   125    13
  178   265    48
  288    34    90
  133    93    77
  398   157     3
   61   149     4
  186   205    91
  100   394    71
  133   333    44
  124   119    72
  324   185    44
   67   285    49
  287   101    16
  398   347     1
  139    50    26
  348   135    32
  380   340    55
  287   134    73
  323   242    31
  261   126    79
   47    58    50
  283    77    37
  331    31    99
  290   360    69
  302   214    19
   14   384    98
  272    41    34
  264   120     8
  219    53    11
   39   293    71
  348   131    62
   52   390    24
  196   278   100
   44   180    95
   44   197    55
   87     8    43
  323   379    33
  271   392    84
  340   188    88
  276   211    98
  321   389    78
   49   294    27
  292   227    43
  371    43    42
   26   210    73
   51    47    12
   57   243    99
  171   392    36
  355    60    65
  212   187     6
  291   158    78
  230    37    30
  272   306    47
  242   256    88
   50    79    70
  328    62    50
  221    64     4
   10   154    46
  184   218    20
  353   386    72
  296   348     4
   98    22    13
   25    39    29
   30   287    29
  363   311    70
   97   373    73
  358   370    83
  148   380    31
  382   131    67
  328   151    29
  379   358    82
  113   224    87
  394   216     1
  309   118    83
  159   106    89
    7   274    94
  245   260    72
   93    75    11
  270   298    77
  366   216     7
  162    57    14
   78    60    30
  266   210    57
  240   322    41
  207   325    64
   91   212    73
  338   303    61
  198    68    94
  342   195    54
  255   285    98
   36   223    54
  325    81    45
   19   245    32
  373   167    79
  294   309    53
  378   180    80
   59   373     2
  218   390    32
   72   208    50
  155    76    15
  384   371    50
  399    59    75
  152   182    31
  142   214    76
  148   131   100
   61   179    80
   17   343    30
  207   113    53
  294    42    83
  244   182    66
  192   213    37
  249   189     5
  196   308    26
  365   297    65
   92   305    23
  230    65    69
    1   194    58
    4   267    83
  337   129     2
   73   265    85
  305   151    86
  341    72    73
  225   279    89
  326   235    29
  143   321    60
  148   328    96
   15   358    75
  363    87    82
  313    69    11
  163   327    97
  252    37    52
  149   222    12
   55   377    46
  225   135     1
  303   249    67
  321    47    10
  161   153    18
   86    46    92
  342   122    48
  273   319    21
   50    21    20
  236   204    28
   21   297    94
  241    79     2
  340   111    45
  293   179    52
  202    60    86
  139   172    58
  287    14    92
  255   154    78
  248   139    52
  110   131    88
  231   127    75
   53   206    60
  291   398    27
  321     6    10
  193   391    97
  120   115    55
  347   290    48
   78   265    45
  390    10    14
   61   149    17
  109   195    18
  363   291     3
  367   183    98
  342    56    40
  209   185    88
  278   279    45
  267   372     8
  249   295    79
  285   158    16
  396   101    53
  209   370    48
   37   294    93
  220   372    29
  134   114    20
   12   167    65
  286    45    58
   16    79    62
   63   362    84
   29   128     4
  331     7    59
  259   256    64
    8    18    70
  362   194    40
  146   244    88
  195   171    38
  177    91    77
  253   389    41
   51   220    14
  246   215    68
  343   397    55
  272    28    91
  385    77    59
   75   324    83
  129    91    33
  209   222    50
  133   195    16
  316   237   100
  361   110    96
  201    73    65
   19   142    80
  110   390    28
  189   271    77
  384   350    65
  342   392    74
   81   172    91
  146   199    89
  348   141    99
  158   164    64
  332     2     5
  206    81    84
  318   160    28
   86   273    15
   21    21    47
  375   171    59
  325   251    31
  277    69   100
  210   389    47
  300   334    92
   99   378    72
  129   169    46
  210    17    68
  114   162    57
   91   197     7
  221   171   100
  216    93    68
    7    34    74
  330   252    29
  389    97   100
  318     1    56
    1    87    76
  124   341    68
   46   276    30
   23   118    93
  394   385    50
  275   212    47
   26    20    20
  346   154    68
   81   160    27
  131   396     6
  385   395    70
  162   134    64
  217   169    39
  197   248   100
  265    35    28
  242   185    78
   95    90    93
  121   394    59
  130   293     2
   74   197    37
  365   312    21
  100    22    63
  110    11    91
  325   180    89
  211    69    11
  116    26    40
  244    75    76
  375   361    28
  313   133    51
   60   373     7
  378    88    84
  208   260    88
  392   272     1
    5   342    64
   19   212    70
  251   128    30
   16    41    86
   34   379    41
    7    39    49
   67   354    27
   64   285    91
  150   307    31
   32   228    46
  366     4    99
  382   212    12
    5   274    66
   13     7    82
  363   100    20
  205   282    30
  112   148    30
  229   266    42
  102   252    87
  368    98    81
  127   306    95
   35    77    82
   73    64    79
  343   295    93
  103     0    37
  377   304     8
  383   256    57
  364   376    20
  271   270    59
   29   172    73
  133   319    44
  258   106    44
  344   141    52
  366    43    46
  172   245    39
  197   301    80
  122   328    36
  399   346    59
  279   294    28
  362   282    87
  386   311     1
  328   267    74
  179   388    60
   56    74    98
  307    95    23
  220   171    61
  359   245    53
  280   366    30
   29   294    59
  225   272     1
  250    49    43
   57    60    32
   56   264    45
   76   201    50
   29   128    39
  113   154    65
   51   111    32
  292   168    60
  282   245    93
   93   336     3
  160    30    46
  237   193    53
   64    38    31
  227   109    33
   82   314    49
  155   384    41
  295   371    57
   42   211    67
   60   103    46
  234   232     2
   52    70    85
  390   262    31
  305    15    85
  252   209    99
   61   119    45
   28   212    84
   47   165    51
  217   278    60
   46   373    61
  119    43    82
  297   342    53
  258    80     9
   97   240    54
   94   177    77
  224   199    12
  181    56    41
   65   223    27
  239   127    45
  253   355    17
  185   161    82
  281   346    64
  123   165    49
   93    63     7
  387   381    32
  288    90    99
  288   273    32
   78   123    50
   53    99    97
   18   318    60
  170   240    50
  130    11    88
  329   180    87
   20   264    49
   65   363     1
  316   311    77
  116   290    77
  315   324    38
  317    78    67
   22    45    47
  242   207    68
  216    16    64
   36   213    86
  116    14    91
  393   248    97
  246   315    12
  226   175    41
   45   121    54
   64   378    32
  340   278    96
  289   310    17
  210   346    44
  186    93    62
  148   302    90
  252   396   100
  225    70    38
  182   161    43
  327   235    76
  363    67    51
  140    91    88
  333     6    67
  227   314    17
  280   340    20
  221   321    46
   19   178     6
  276    25    27
   11   235    89
  372   377    72
  323    91    90
  283   144    49
  353   267    94
   27   105     5
  263   144    17
  315   190    56
  367   106    52
  368   211    40
  142   284    68
  389   248    18
   65   262    91
  326    39    46
  257   358    23
  299    13    23
  208   273    41
  292   289    57
  315   180    39
  346   313    97
  175   333    93
  144     0     8
   48   179    50
  309   245    61
  317   363    49
  100   395    95
  149   210    30
  305   124    86
  166   176    73
  221    18   100
  366   361    57
  272   194    13
   28   395    42
  302   203    65
  218    25    17
  359   260    68
  325   224   100
  364    99    15
  384   344    20
  374   377    45
  287   172    84
  287   211    22
  251   298    18
  222    26    14
  398   334    74
  123   224    94
   56    48    34
  190    76    67
   37   282    10
  129   139    96
   78   142    52
   90    42     5
  248   389     2
  235   141    13
  299   358    66
  383   284    48
  271   350    76
  394   305    78
  119   393    86
  114   152    72
  275    79    98
  235    61    69
   14   256    23
  256   388    95
  243   130    30
   21   249     4
  319   160    18
  263   167    74
  200   325     5
   77   238    35
  283   398    56
   23   224    52
  108   270    98
   87   118     2
  396   227    10
   30   201    58
   30   286    94
  254    81    83
  138   381    36
  259    88    72
  278   175    77
  350   276    73
   52   198     7
  301   377    87
    5   282    24
  394   376    31
  235    53    72
  223   333    22
  347   388    61
  125    51    24
  121   136    96
   64   158    92
   50   275    74
  367   356    74
  252    32     5
  138   152    78
  206   329     3
  164    98     6
   62    51    83
   38   384    85
   80    35    30
   86   110    73
  199   107    74
  300    38    31
  275   133    37
  157    97    76
  347   350    53
  385   190    43
  179    95    83
  148   393    97
  150   389    71
  313   340    49
  309    33    96
   45   396    20
  365   169    75
  330   154    62
   54   311    31
  297   305    18
  211   142    62
   34   152    18
   33    30    24
  208    74    83
   65   158    39
   65   180    33
  233    36    86
   25   276    46
  126   359    45
  397   222    92
   42    52    33
   16    89    14
  364   356    92
  353   165    88
  282    37    29
  320    65    48
   31   276    86
  331   396    68
  375    83    17
  377    77    30
  227    11    67
  375   264    81
  287   364    62
  363   145    90
  157   112    83
  203   124    72
  257   370    35
  151    21    40
  135   171    27
  251   133     3
  152   111    92
  143   213    90
  359   135    88
  260    40    65
  230   349    54
  222   271    32
   81   175    48
  383   336    13
   67   388    58
  118   176    60
  208   163     6
   33   336    58
  325   314    97
  165   161    57
   12   238    73
  354    73    66
  243   148    20
  202   353    90
  250   175    34
  316    55    60
   15   217    99
   91    97    81
  342   385    94
  210    29    52
  248   113    26
  286     6    43
  142   164    30
  274   106    21
  343   214    91
  379   167    16
  135   257    64
  225    50    82
  282    47    67
  210    60    54
   59   319    75
  238    18    20
  157   329    55
  147   267     9
   78   188    98
  143   364    24
  268    37    55
  288   370    68
  186   290    59
  248   319    26
  208   130    94
   16    27     5
    9    33    37
  149   118    66
  324   326    10
   56   246    47
   49   377    21
  223   254    83
  355   262    66
  368    85    97
    5   364    86
  346   294    34
  326   159    70
  230   281    22
  267   104    64
  254   246    89
  133   288    90
  330   167    82
  135   165    89
  339   365    44
  264    68    59
  248    79    21
  238   163    54
  327    75    97
  374   292    72
  318   143    17
  189   327    32
  266   273    21
  213   289    66
  169   257    79
  377   305    19
   48    98    84
    9   186    52
  165   300    75
  228   184    24
   13   367    27
  295   122    16
  172    53    83
  234    35    70
  351   252    78
  394    28     2
  168   327    35
    1   213    66
   95    40    33
   35   180    74
  308   193    14
    6   322    46
  345   376    98
  159    18    60
  268   277     8
  139   118    49
   20    20    43
    1    96    82
  194   261     2
   56   373    42
  157   387    75
  293   356    99
  137   215    96
  330   264     3
  282   262    14
   55   108    69
  153   116    95
  180   260    26
  259   233    34
  185    81    51
   18   318    28
  304   382    49
  108   327    13
  318   101    20
   59   267    86
  315   272    68
   81    62    37
  213   112    73
   46   276    91
  266    64    35
  132   245    66
  293    22     4
   44   207    33
  155   310    11
  314   236    14
  261   370     7
  230   112    66
  227   273    99
   18   116    81
  208   379    55
  160   259    43
  205    76    94
  104   209    77
  153   234    39
  280   350    38
  387   299    15
   13    54    45
  395    78    28
  315   370     3
   36   294    90
   62   370    95
  153   315     3
  124   338    83
  176   138    70
  138   220    40
  386   293    91
  223   193    36
  341   292    33
  177   399    92
  340    98     1
  241   393    59
  143    36    65
    9   153    34
   73    44    59
  179   266    25
    6   343    51
  194   140    71
   48    24    89
  249   384    53
  173    81    58
  190   298    11
  206   117    71
    0   201     6
   19   359    75
  302   221    74
  350    16    25
  258    57    39
  136   353    28
   11   140    33
  122    48     3
  126   196    93
  172   257    62
  361   239    73
  254   342     2
   47   359    52
  282     7    15
  116   364    66
   68   386    91
   24   130    76
  341   343    25
  382   193    29
   98   296    79
  116   200    30
  153   131     2
  260   271    31
  188   176    18
    3   285    59
  315   139    34
  370   150    70
  345   163    81
  217   256    61
  280   175    43
   53    92    23
    2    28    46
  198   256    82
  251   275    89
  198   297    15
   96    13    71
  292   246    91
  298   209    71
  157    26    66
  116   167    53
  188   232    34
  399   229    38
  144   173    50
  188   150    51
  110   366    77
  362   378    34
  253   309    46
   48   243    96
  220   192    95
  350   226    62
  292   304    28
  124   145    38
  393     6    74
  162   145    45
  168    63    73
  159    94    69
  208   104     2
  351   352    84
   18   228    66
  287   228    95
  224   147    30
   48   203    90
   49    11    64
  244   209    56
  347   371    31
  200   186    62
  212   211    17
  121   339    11
  345   152    89
  310   314     5
  170   396    36
  366   136    62
  297   312    20
  269   237    18
  111   158    74
  107    62    70
  266    24     6
  226   352    10
  336   369    31
   38   179    80
  349   250    50
  130   255    50
   93   221    76
  191     9    87
  205   372     4
  223   211    75
  103    33    72
   42   116     8
  207   201    42
  248   184     2
  115   132    53
   93    76    82
   92   243    73
  279   391    25
  267   124    16
  295   175    85
  361   226    18
  242   144    92
  322   199    55
  347   315    90
  213   394    60
  396   341    85
  326   116    26
  148   177    98
  226   310    46
  140    92    55
   99   117    11
    9   187    47
  221     6    85
  156   340    92
  312   175    84
  228   160    87
  361   345    15
  325   207    51
  189    52    77
  189    52    62
  379   235    70
  160   115    89
   11   376    56
  175    41    29
   70   156    78
  302   356    11
  337   271     1
  224   214    92
  164   109    82
  199   196     7
    7    59    36
   12     1    76
  176    72    24
   28   326    92
  290   225     8
  250   210    85
  132   309    85
  218   339    29
  398   253     9
   37   381     7
  342    90    24
  379    70    63
  251    33    52
   43   316    62
  331   125    25
  338   225    53
  378   235    72
  155   111    67
  384   247     6
  301    81    17
  235     5    34
  317   273    49
  297   230    23
  105   318    38
   74   240    21
  281   250     3
  124   124    84
   56   321    27
  139   221    67
  286    62     5
  373   385    46
  339   115     3
  241    97    57
   31   307    97
   20   344    27
  395   216     4
  253    95    15
   53   322    35
  265    14    15
  119   346    69
  169    60    68
  246    43    86
  238   174    67
  104   149    90
  229   317    45
  232   113    27
  236   158    53
  120   224    35
   33    54    61
  378   150    30
  230   325    72
  264   294    61
  367    32    14
  115    98    73
   40   264    34
  245   350    29
  392    30    73
  301   263    43
   25    62     2
   72   183    42
  307   185    58
   96   154    38
  371   159    24
  391   250    84
  143   344    23
  135    48    82
  343   316    62
   79   385    87
   69   214    55
  113   126    67
   57    16    10
  384    25    80
  240     9    55
  168   220    38
   57   221    24
  227   351    10
   92   132    64
  317    77    42
  193   176    79
   78   104    22
  144   149    85
  355   140    40
  111   247    70
  241    57    82
  338   138    57
  164    42    40
  273    76    60
  222    69    32
  114    19    31
  289    46    53
  270   330    20
  166   249    75
   61   386    10
  313    49    74
  323    32    64
  144   153    59
  228   185    45
   62   153    36
  326    16    68
  150    77    44
   58   157    38
  377   360    32
  190   174    23
  372    32    75
   87    12    25
  339   344    41
  180   172    29
  292   197    29
  295   236    22
  319    47     8
  286    46     6
  246   233    75
  221   349    84
  320   301    60
  361   338    30
  203   394    21
    3   296    99
  366     9    43
  149   111    36
   71   265    89
  274   294    45
   62   275    56
  300   100    18
  135   128    58
  129    97    81
  195   351     7
    3   329    48
  266    98    17
  370   111    41
  210    58    95
   45    89    70
   71   105    81
   90   330     8
   69   205    29
   67    79    99
  139   187     5
  122   384    32
  187   113    82
  364   315    57
  218   122    59
  120   371    67
  376   178     7
  354   355    82
  386   153     4
  213   199    96
  280   370    84
   60    56     6
  291   207    82
  353   209    86
  368   386    15
  234   232    98
  211   381    72
    6   387    11
  105   109    75
  352   191    76
  367   129    21
  162    65    99
  386    94    18
  394   280    98
  213   113    72
  195    31    47
  364   373    66
  106   216    26
  140   246    12
  213    75    91
    6   188    81
  220   262    53
   77    38    43
  202   152    30
  176   278    73
  226   125     3
  134    42    89
  205   155    86
  312   346    24
  134    40    99
  218   356    93
  153   205    23
  278    97    34
  244   131    38
  103   176    99
  184   286    83
   30   160    88
   29    54    18
  253   200    57
  343    87    58
  174   302    81
  380   370    68
  234    18     2
  359   181    48
  247    85    13
  167   384    20
  185   379   100
    7    82    67
  310   188    97
  234    20    97
   94   137    92
  305    32    18
  242    17    10
   37   320    15
  289    29    32
  169   213    13
   48   183    62
  269   393    64
  258   161    63
   87   319    78
  337    60    87
  192   249     9
   16    79    92
   89   176    81
   56   113    38
  213   144    30
    2   272    92
  264    96    99
  171   331    44
  385    29    18
  220    41    52
  225   257     4
  265   145     8
   20   388    55
   50   136    12
   30   196    38
  292   253    87
  311   266    95
  271   175    75
  394   207    55
   89   190    19
  326    50    76
  343     3    73
  113   295    34
  365   208    91
   70   107    10
  206   238    14
  266   294    11
  120   232     9
  342   339    88
  235    96    35
  277   167    66
  234   198    99
  334   397    36
  336   388    87
  157   133    57
   36   104    59
   44   381    74
   35   306    20
  386   160    49
  103   222    94
    7   333    11
  157   181    30
  319   200    21
  246   316    96
  337   398    12
  154    17    29
  104   345    74
  112   361    88
   27   203    71
  224   259    50
   91   145    32
   67   252    34
   61    90    67
  383   283    88
   91    71    11
   21   192    93
  321   210     4
  149   320    42
   19    52    92
  134   152    42
  364   162    28
  347   240    27
  244   269    20
   12   197    77
  251   242    88
  395   352    19
   40   290    75
   14    25    71
  105   243    36
  207   380     4
  281    12    41
  262    51    98
  310    45    87
  365   272    20
    1    55    97
  339   154    21
  359   262     3
   62   137    54
  162   234    47
UNDIRECTED GRAPH      
NB_NODES                 400
NB_EDGES                3693
LIST_OF_EDGES 	 COSTS
    0     1    90
    1     2    89
    2     3    93
    3     4    57
    4     5    34
    5     6    98
    6     7    20
    7     8    81
    8     9    62
    9    10    41
   10    11    18
   11    12    30
   12    13    59
   13    14   100
   14    15    56
   15    16    67
   16    17    25
   17    18    51
   18    19    90
   19    20    53
   20    21    13
   21    22     8
   22    23    23
   23    24    63
   24    25    12
   25    26    31
   26    27    36
   27    28    21
   28    29   100
   29    30    82
   30    31    31
   31    32    34
   32    33    98
   33    34    31
   34    35    96
   35    36    18
   36    37    17
   37    38    55
   38    39    92
   39    40    72
   40    41    74
   41    42    40
   42    43    14
   43    44    64
   44    45    86
   45    46    78
   46    47    98
   47    48    34
   48    49    12
   49    50    14
   50    51     6
   51    52    72
   52    53    98
   53    54    48
   54    55    83
   55    56    30
