NB_GRAPHS                 10
UNDIRECTED GRAPH      
NB_NODES                 700
NB_EDGES                3354
LIST_OF_EDGES 	 COSTS
  507   508    12
  508   509    38
  509   510    65
  510   511    23
  511   512    22
  512   513    25
  513   514    51
  514   515    79
  515   516    65
  516   517    39
  517   518    71
  518   519    12
  519   520    19
  520   521    37
  521   522    64
  522   523    34
  523   524    39
  524   525    59
  525   526     8
  526   527    31
  527   528    86
  528   529    76
  529   530     4
  530   531     1
  531   532     4
  532   533    19
  533   534    71
  534   535    80
  535   536    57
  536   537    84
  537   538    93
  538   539    29
  539   540    97
  540   541    64
  541   542    46
  542   543    46
  543   544    92
  544   545    55
  545   546    31
  546   547    90
  547   548    56
  548   549     1
  549   550    22
  550   551    62
  551   552    36
  552   553    29
  553   554    70
  554   555    14
  555   556    22
  556   557    76
  557   558    65
  558   559    27
  559   560    93
  560   561    57
  561   562    97
  562   563    82
  563   564    13
  564   565    40
  565   566    14
  566   567    96
  567   568    86
  568   569    48
  569   570    41
  570   571    16
  571   572    26
  572   573    79
  573   574    93
  574   575    61
  575   576     3
  576   577    86
  577   578    40
  578   579     1
  579   580    13
  580   581    28
  581   582    89
  582   583     9
  583   584    56
  584   585    13
  585   586    82
  586   587    46
  587   588    66
  588   589    71
  589   590    89
  590   591    12
  591   592    90
  592   593    16
  593   594    84
  594   595    93
  595   596    63
  596   597    55
  597   598    16
  598   599     8
  599   600    80
  600   601    48
  601   602    75
  602   603    70
  603   604    15
  604   605    56
  605   606    37
  606   607    98
  607   608     2
  608   609    75
  609   610    24
  610   611    79
  611   612    72
  612   613    14
  613   614   100
  614   615     2
  615   616    30
  616   617    87
  617   618     4
  618   619    73
  619   620    47
  620   621    92
  621   622    19
  622   623    73
  623   624    19
  624   625    77
  625   626    59
  626   627    25
  627   628   100
  628   629    77
  629   630    32
  630   631    33
  631   632    48
  632   633    76
  633   634    49
  634   635    18
  635   636    44
  636   637   100
  637   638    77
  638   639    44
  639   640    79
  640   641    42
  641   642    73
  642   643    22
  643   644    96
  644   645    56
  645   646    72
  646   647     8
  647   648    75
  648   649    64
  649   650    58
  650   651    89
  651   652    42
  652   653    56
  653   654    10
  654   655    50
  655   656    78
  656   657    15
  657   658    57
  658   659    13
  659   660    61
  660   661    52
  661   662     9
  662   663    20
  663   664    72
  664   665    43
  665   666    21
  666   667    92
  667   668    43
  668   669    58
  669   670    78
  670   671    63
  671   672    87
  672   673    96
  673   674    12
  674   675    98
  675   676    99
  676   677    70
  677   678    38
  678   679    44
  679   680     2
  680   681    21
  681   682    60
  682   683    21
  683   684    39
  684   685    50
  685   686    66
  686   687    66
  687   688    27
  688   689    64
  689   690    64
  690   691    34
  691   692    45
  692   693     3
  693   694    43
  694   695    33
  695   696     3
  696   697    65
  697   698    66
  698   699    84
  154   427    70
  638   178    53
    5   565     1
  272   121    99
  294   534    58
  191   607     5
    2   473    46
   67    68    71
   58    12    95
  629   330    97
  586   658    47
   17   480    58
  155   595    86
  615   394    66
  104   401     9
  677   406    74
  445   564    16
   74   377    47
  590   400    20
   27   517    27
  139   633    18
  455   654    10
  694    53    48
  676   482    23
  339   326    19
  533   405    88
  409   600    64
  639   472    80
  174   165    68
  287   448    78
  292    40    95
  683   590     2
    2    82    77
  241   225    15
  691   669    30
  449   476    42
  606   350     2
  594    49    20
  553   576    39
  521   675    52
  564   506    34
  384   696    33
  693   157    15
  376   168    50
  134    11    41
  541   286    15
  512   691    96
    6   672    42
  552   342     9
  540   435     9
   88   272    70
  237   484    63
   51   515    54
  185   157    80
  204   433    88
  695   453    92
  144   275    82
  122   516     3
  194   648    20
  368   186    82
  165   534    59
  489   394    21
  348   138     2
  278   205    93
  278   403    45
  691   173    39
  562   649    26
  676   159    63
   81   193    51
   69   202    23
   77   152    16
  336   430     3
  476   485    26
   48   660    92
   73    98    90
  453   137    31
  621   641    62
  401   689    98
   55    79    42
  453   318    42
   47   401    61
  603   653    66
  189   507    89
  499   191    47
  320   242    32
  444   662    73
  585   541    24
  323   604    70
  247   282     2
  555   494    41
  209    31    76
  106   121    38
  699   317    39
  612   273    86
  137   579    13
  124   550    16
  644   158    29
  670   288    59
  453   413    78
  304   535    17
  514   157    38
  625   467    70
  298   646    39
  436   511    83
  101   478    25
  561   126    58
  544   288    42
  545    91    44
  116    99    34
  261   384    34
  633    59    81
  269   441    55
  638   250    31
  452   488    26
  275   132    95
   92   549    71
  252    76    69
  105   334    31
  338   159    32
  349   677    72
  167   385    50
  665    69    93
   13    43    66
  455   624    62
  353   609    49
  186   528    34
  157   530    36
  429    21    63
  205   577    95
   13   642     9
    8   401    99
  162    39    26
  578   145    80
  151   510    97
  372   433     2
   28   656     7
  153   191    62
  367   399    14
  377   638    18
  258   316    52
  431   641    72
  206   481    14
  565   267    58
  678   667    79
  600   188    89
  504   602    27
   10   671    83
  218   461     9
  315    90    82
   85   485    83
  224   448    45
  271   210    87
  597   172    10
  609   585     5
  398   343    39
   80   350     3
  618   169    87
  332   543    31
  419   165    89
   89   191     3
  419   399    70
  153   119    58
  349    19    75
  485   440     1
  614   128    93
  190   291    76
  426   483    54
  480   101    38
   71    61    93
   21   432    34
  642   345    90
  109   267     4
  640   191    42
  445   189    41
  243   112    25
  585   532    69
  643   407    94
  532   642    69
  181    54    96
  233   420    24
  228   547    27
  163   536    90
  594    48    80
  551   212    41
  393   192    25
  583   572    22
  129   563    86
  204    99    39
  644    96    66
   41   223    47
   73   139    42
    1   214    21
  279   456    94
  352   603     3
  554   176    15
  674   571    47
  551   521    29
  340   114    73
  240   575    51
  154   438    56
  296   122    12
  636   584    10
  245   495    30
  132   130    59
  518   411    69
  559    31    66
  508     2    79
  693   486    87
  472   293    95
   55   433    29
  176     9    69
   95   311    49
  607   406    60
   59   656     5
  521   110    34
  550   698    45
  374   481    84
  568   539    69
  421     0    43
  398    32    16
  433   287    72
  414   624    48
  266   455    47
  245   654     3
  694   282    95
  601   665    91
  404   636    81
  614   386    75
  484   531    25
  423   559    75
   44    21    20
  284   341     7
  540   407    17
  151   669     5
  305   646    26
  630   660    24
  286   105    51
  235   462     5
  133   220    78
   49   609    32
  136   167    39
  120   286    31
  624    12     1
  619   222    71
   70   627     8
  622     9    70
  420   642     9
  565   538    23
  251   148    17
  246   302    27
  137   583    19
  477   523    74
  512   577    48
  136   695   100
  587   502    84
  289   545    38
  124   339    55
   11   142    47
  671   699    36
  389   442    58
  267    63    85
  102   387    33
  226    37    21
  561   537    63
  489   562     3
  611   285    10
  611   529    31
  639   250    66
  345   418    21
  525   590    78
   68   278    60
  274   113    95
  395   351    32
  123   415    92
  202   596    14
  555   385    43
  119   586    41
  429   194    78
  181   625     8
  366   448    61
  199   578    98
   45   651    82
  462   561    82
  334   362    77
  216   488    49
  376   260    98
  528   295    52
  567    29    71
   70   263    91
  128   606    19
  358    90    39
  210   570    81
  290    21    72
   66   682    65
  497    41     5
  687   468    51
  411   481   100
  628   371    12
  320   219    13
  312   464    48
  505    59    90
  233   164    77
  697   275     3
  107   260     4
  327   359    91
  175   689    71
  234   583    44
  218   208    72
  567   325    44
  117   499    49
  503   178    16
  697   608     1
  244    88    26
  610   236    32
  666   595    55
  503   235    73
  566   424    31
  456   221    79
   82   102    50
  496   135    37
  579    55    99
  508   631    69
  529   375    19
   25   673    98
  477    72    34
  463   210     8
  384    94    11
   68   512    71
  609   230    62
   91   683    24
  344   487   100
   77   315    95
   77   345    55
  152    14    43
  566   664    33
  475   686    84
  596   329    88
  483   370    98
  562   681    78
   86   516    27
  512   397    43
  650    76    42
   46   367    73
   89    82    12
  100   425    99
  299   686    36
  622   105    65
  371   327     6
  510   277    78
  403    64    30
  477   536    47
  424   448    88
   87   139    70
  574   108    50
  388   112     4
   18   270    46
  322   382    20
  618   677    72
  519   610     4
  172    39    13
   43    68    29
   53   503    29
  635   544    70
  170   653    73
  627   647    83
  260   666    31
  670   230    67
  574   264    29
  663   628    82
  199   393    87
  690   378     1
  541   207    83
  279   185    89
   12   480    94
  429   455    72
  163   132    11
  473   521    77
  640   378     7
  283   101    14
  137   106    30
  467   368    57
  421   563    41
  363   569    64
  160   372    73
  591   530    61
  346   119    94
  598   342    54
  446   499    98
   64   391    54
  568   142    45
   34   429    32
  654   292    79
  515   541    53
  662   316    80
  104   653     2
  382   683    32
  127   364    50
  272   133    15
  672   650    50
  698   104    75
  266   319    31
  249   375    76
  259   230   100
  106   314    80
   30   600    30
  362   198    53
  514    74    83
  428   319    66
  336   374    37
  436   331     5
  343   539    26
  640   520    65
  162   534    23
  403   115    69
    2   341    58
    7   467    83
  590   227     2
  127   464    85
  534   264    86
  596   127    73
  394   489    89
  571   412    29
  251   562    60
  259   574    96
   27   628    75
  636   152    82
  549   122    11
  286   572    97
  442    64    52
  261   389    12
   96   661    46
  394   236     1
  531   436    67
  563    82    10
  281   268    18
  151    82    92
  598   214    48
  477   559    21
   88    37    20
  413   357    28
   37   521    94
  422   138     2
  595   194    45
  513   314    52
  354   106    86
  244   302    58
  502    24    92
  446   270    78
  434   243    52
  193   230    88
  405   223    75
   93   361    60
  509   696    27
  563    11    10
  339   684    97
  211   201    55
  607   507    48
  137   464    45
  683    18    14
  107   262    17
  191   341    18
  635   509     3
  642   320    98
  600    98    40
  366   324    88
  486   489    45
  468   651     8
  435   517    79
  499   277    16
  694   178    53
  366   647    48
   64   515    93
  385   652    29
  234   199    20
   22   292    65
  500    79    58
   28   139    62
  111   635    84
   51   225     4
  579    12    59
  454   449    64
   15    32    70
  634   339    40
  256   428    88
  341   299    38
  310   160    77
  443   681    41
   90   385    14
  431   377    68
  600   695    55
  476    49    91
  674   135    59
  132   568    83
  226   159    33
  366   389    50
  233   342    16
  554   415   100
  632   193    96
  353   127    65
   34   248    80
  193   683    28
  332   474    77
  673   612    65
  598   686    74
  142   301    91
  256   348    89
  609   247    99
  277   287    64
  582     4     5
  361   143    84
  557   281    28
  152   478    15
   38    37    47
  656   299    59
  570   440    31
  485   121   100
  368   681    47
  525   586    92
  173   661    72
  226   297    46
  368    30    68
  200   285    57
  160   346     7
  386   299   100
  379   164    68
   13    61    74
  578   442    29
  680   171   100
  557     3    56
    3   153    76
  218   596    68
   81   483    30
   41   207    93
  689   674    50
  481   371    47
   46    36    20
  605   270    68
  142   281    27
  230   693     6
  675   692    70
  284   235    64
  379   296    39
  345   435   100
  465    62    28
  423   324    78
  166   157    93
  211   690    59
  228   512     2
  129   346    37
  640   546    21
  175    39    63
  193    19    91
  569   315    89
  370   121    11
  203    45    40
  428   132    76
  656   633    28
  549   234    51
  106   654     7
  661   155    84
  364   456    88
  687   477     1
   10   599    64
   34   372    70
  439   224    30
   29    72    86
   61   664    41
   13    69    49
  117   620    27
  113   499    91
  262   538    31
   57   399    46
  641     7    99
  669   372    12
    9   480    66
   23    12    82
  635   176    20
  359   494    30
  196   259    30
  401   466    42
  178   442    87
  644   173    81
  222   535    95
   61   136    82
  128   113    79
  600   516    93
  180     1    37
  660   532     8
  671   448    57
  638   658    20
  474   473    59
   52   301    73
  233   558    44
  451   187    44
  602   247    52
  642    75    46
  301   429    39
  345   526    80
  213   574    36
  699   607    59
  488   515    28
  634   495    87
  677   545     1
  575   468    74
  313   680    60
   98   130    98
  537   166    23
  386   299    61
  629   430    53
  491   640    30
   51   515    59
  395   477     1
  438    85    43
  101   106    32
   98   462    45
  133   353    50
   51   225    39
  199   269    65
   90   195    32
  512   294    60
  495   428    93
  164   588     3
  280    53    46
  416   339    53
  113    66    31
  398   191    33
  143   550    49
  271   672    41
  517   649    57
   73   369    67
  106   180    46
  409   406     2
   92   123    85
  683   459    31
  534    27    85
  441   366    99
  106   209    45
   49   371    84
   83   288    51
  381   488    60
   81   653    61
  208    76    82
  521   598    53
  452   140     9
  170   420    54
  165   310    77
  392   349    12
  317    98    41
  115   391    27
  419   223    45
  442   622    17
  324   282    82
  492   605    64
  215   289    49
  164   111     7
  678   668    32
  505   158    99
  504   477    32
  136   215    50
   94   173    97
   31   557    60
  299   420    50
  228    19    88
  576   316    87
   36   462    49
  114   635     1
  554   545    77
  203   508    77
  551   568    38
  556   137    67
   38    79    47
  424   362    68
  378    28    64
   63   374    86
  203    24    91
  688   434    97
  432   551    12
  396   307    41
   78   212    54
  113   663    32
  595   486    96
  507   542    17
  368   606    44
  327   164    62
  260   530    90
  442   693   100
  395   124    38
  318   282    43
  572   411    76
  635   117    51
  246   160    88
  584    10    67
  397   550    17
  491   596    20
  387   561    46
   34   312     6
  484    45    27
   20   412    89
  651   661    72
  566   159    90
  496   252    49
  618   468    94
   47   184     5
  460   252    17
  551   332    56
  643   185    52
  644   370    40
  250   498    68
  682   434    18
  114   459    91
  572    69    46
  451   627    23
  524    24    23
  365   478    41
  511   506    57
  552   315    39
  606   548    97
  307   583    93
  252     0     8
   85   313    50
  542   429    61
  554   635    49
  176   691    95
  261   368    30
  533   217    86
  292   308    73
  387    32   100
  641   632    57
  477   339    13
   50   692    42
  528   355    65
  381    44    17
  629   456    68
  568   393   100
  638   173    15
  672   603    20
  655   660    45
  503   301    84
  502   370    22
  440   522    18
  389    45    14
  697   585    74
  216   392    94
   99    84    34
  334   134    67
   65   495    10
  226   243    96
  137   249    52
  158    74     5
  435   680     2
  411   247    13
  524   626    66
  671   498    48
  475   612    76
  689   535    78
  209   689    86
  200   266    72
  481   139    98
  412   107    69
   25   448    23
  449   679    95
  426   229    30
   38   437     4
  558   281    18
  461   292    74
  350   569     5
  135   417    35
  496   697    56
   40   392    52
  189   473    98
  152   208     2
  694   398    10
   52   351    58
   54   502    94
  444   142    83
  241   667    36
  454   155    72
  487   307    77
  614   483    73
   92   347     7
  526   660    87
    9   493    24
  690   659    31
  412    94    72
  391   582    22
  607   679    61
  219    90    24
  212   239    96
  113   277    92
   87   481    74
  643   623    74
  442    57     5
  243   266    78
  361   577     3
  288   172     6
  108    90    83
   67   673    85
  141    62    30
  151   193    73
  349   187    74
  525    67    31
  482   233    37
  276   169    76
  608   612    53
  674   334    43
  313   166    83
  259   689    97
  264   682    71
  548   596    49
  542    59    96
   78   694    20
  640   296    75
  577   271    62
   94   545    31
  519   534    18
  370   249    62
   60   267    18
   58    52    24
  364   130    83
  113   276    39
  114   315    33
  407    64    86
   43   484    46
  221   629    45
  695   390    92
   75    91    33
   29   156    14
  638   623    92
  619   290    88
  493    65    29
  560   114    48
   55   484    86
  580   694    68
  656   145    17
  660   135    30
  398    20    67
  657   462    81
  503   638    62
  635   254    90
  275   197    83
  356   218    72
  451   648    35
  265    37    40
  237   299    27
  439   233     3
  266   195    92
  251   372    90
  629   236    88
  455    71    65
  403   610    54
  390   474    32
  142   306    48
  670   588    13
  117   679    58
  206   309    60
  364   286     6
   58   588    58
  568   550    97
  290   282    57
   22   418    73
  620   129    66
  425   259    20
  354   617    90
  438   307    34
  553    97    60
   27   380    99
  160   171    81
  598   674    94
  367    51    52
  434   199    26
  500    12    43
  250   287    30
  479   185    21
  601   375    91
  664   292    16
  236   450    64
  395    89    82
  493    82    67
  369   106    54
  104   559    75
  417    32    20
  275   577    55
  257   468     9
  137   330    98
  250   638    24
  470    64    55
  505   649    68
  327   509    59
  434   559    26
  365   228    94
   29    48     5
   17    57    37
  261   207    66
  567   571    10
   98   431    47
   86   660    21
  391   445    83
  621   458    66
  644   149    97
    9   637    86
  606   515    34
  571   279    70
  403   492    22
  468   182    64
  445   431    89
  234   504    90
  577   293    82
  236   290    89
  594   639    44
  462   119    59
  434   138    21
  416   286    54
  573   131    97
  655   511    72
  557   250    17
  331   573    32
  465   479    21
  372   506    66
  296   450    79
  661   535    19
   85   172    84
   16   326    52
  289   526    75
  400   322    24
   23   643    27
  517   213    16
  301    92    83
  410    61    70
  614   441    78
  689    50     2
  294   573    35
    1   372    66
  166    70    33
   62   316    74
  540   338    14
   11   563    46
  605   658    98
  278    31    60
  469   485     8
  243   207    49
   35    36    43
    2   169    82
  340   457     2
   98   652    42
  274   678    75
  513   624    99
  240   376    96
  577   462     3
  494   459    14
   96   190    69
  267   203    95
  316   456    26
  453   408    34
  325   142    51
   32   556    28
  533   669    49
  189   572    13
  557   177    20
  104   467    86
  552   476    68
  143   108    37
  373   197    73
   81   483    91
  465   112    35
  231   429    66
  514    38     4
   77   362    33
  272   544    11
  550   414    14
  457   647     7
  403   196    66
  397   479    99
   32   203    81
  364   663    55
  280   453    43
  360   133    94
  183   367    77
  268   409    39
  491   612    38
  678   523    15
   23    95    45
  691   137    28
  552   648     3
   63   515    90
  109   648    95
  268   551     3
  218   592    83
  308   243    70
  242   385    40
  676   513    91
  391   337    36
  598   511    33
  310   699    92
  595   171     1
  422   688    59
  251    63    65
   16   268    34
  128    77    59
  313   467    25
   10   601    51
  339   245    71
   84    43    89
  436   673    53
  303   143    58
  332   521    11
  360   204    71
    0   352     6
   34   629    75
  529   387    74
  613    28    25
  452    99    39
  238   618    28
   20   246    33
  214    85     3
  220   343    93
  301   451    62
  633   418    73
  446   599     2
   82   629    52
  494    13    15
  204   638    66
  119   677    91
   43   228    76
  598   601    25
  669   338    29
  172   519    79
  203   351    30
  267   230     2
  455   475    31
  329   308    18
    6   499    59
  552   243    34
  647   263    70
  605   285    81
  380   448    61
  490   307    43
   93   162    23
    4    50    46
  348   449    82
  440   481    89
  346   521    15
  169    22    71
  512   431    91
  521   367    71
  275    47    66
  203   293    53
  329   407    34
  698   400    38
  253   302    50
  330   263    51
  193   642    77
  633   662    34
  443   541    46
   84   426    96
  386   337    95
  614   396    62
  511   532    28
  217   255    38
  689    10    74
  283   253    45
  294   110    73
  279   165    69
  364   183     2
  615   616    84
   32   399    66
  502   400    95
  392   257    30
   85   356    90
   87    19    64
  427   366    56
  607   650    31
  351   325    62
  371   370    17
  211   593    11
  605   266    89
  543   550     5
  298   694    36
  641   238    62
  520   546    20
  471   415    18
  194   278    74
  187   109    70
  466    43     6
  395   617    10
  588   646    31
   66   314    80
  611   437    50
  227   447    50
  163   388    76
  334    17    87
  360   651     4
  390   370    75
  181    58    72
   73   203     8
  363   352    42
  435   323     2
  202   232    53
  163   133    82
  161   426    73
  488   684    25
  468   218    16
  516   307    85
  632   395    18
  424   253    92
  564   348    55
  608   552    90
  373   689    60
  693   596    85
  571   203    26
  259   311    98
  396   544    46
  245   162    55
  174   205    11
   17   327    47
  388    10    85
  273   595    92
  546   307    84
  400   280    87
  632   605    15
  570   363    51
  330    92    77
  331    92    62
  664   412    70
  281   201    89
   19   659    56
  307    72    29
  124   273    78
  529   624    11
  591   475     1
  393   375    92
  288   191    82
  349   343     7
   13   103    36
   21     2    76
  308   126    24
   49   571    92
  507   395     8
  437   367    85
  231   542    85
  381   593    29
  696   443     9
   65   668     7
  598   159    24
  663   122    63
  440    59    52
   75   554    62
  579   218    25
  592   394    53
  663   411    72
  271   194    67
  672   432     6
  527   143    17
  412     9    34
  556   478    49
  520   403    23
  183   557    38
  130   421    21
  492   437     3
  217   217    84
   98   563    27
  243   388    67
  501   109     5
  652   674    46
  593   202     3
  422   170    57
   55   538    97
   35   603    27
  691   378     4
  442   166    15
   93   565    35
  465    25    15
  208   606    69
  297   105    68
  431    76    86
  416   305    67
  183   261    90
  402   555    45
  407   198    27
  414   278    53
  211   393    35
   59    95    61
  662   264    30
  402   569    72
  462   516    61
  643    56    14
  201   171    73
   71   462    34
  428   613    29
  686    53    73
  528   460    43
   43   109     2
  126   321    42
  538   324    58
  168   270    38
  650   278    24
  684   437    84
  250   603    23
  237    85    82
  601   554    62
  139   674    87
  120   375    55
  197   221    67
  100    28    10
  672    43    80
  420    17    55
  294   386    38
  100   386    24
  398   615    10
  162   231    64
  556   135    42
  338   308    79
  137   182    22
  252   262    85
  622   246    40
  195   432    70
  422   100    82
  591   241    57
  287    73    40
  479   133    60
  388   121    32
  200    33    31
  506    80    53
  473   579    20
  292   437    75
  107   677    10
  547    86    74
  565    56    64
  253   268    59
  399   325    45
  108   268    36
  571    28    68
  263   134    44
  103   276    38
  660   631    32
  333   305    23
  652    56    75
  153    21    25
  594   602    41
  315   302    29
  511   346    29
  516   413    22
  559    82     8
  501    81     6
  430   409    75
  386   610    84
  561   528    60
  631   592    30
  356   690    21
    6   519    99
  640    16    43
  262   194    36
  124   464    89
  480   516    45
  109   481    56
  526   175    18
  236   224    58
  226   169    81
  341   615     7
    5   575    48
  466   171    17
  647   195    41
  367   103    95
   78   157    70
  125   184    81
  158   577     8
  121   358    29
  118   139    99
  243   327     5
  213   672    32
  328   199    82
  637   552    57
  381   213    59
  211   650    67
  658   312     7
  620   622    82
  675   267     4
  373   349    96
  490   648    84
  105    99     6
  510   363    82
  619   367    86
